tss,chromosome,tss_pos,promoter,enhancer,e_count
NM_006058,chr5,150460645,chr5:150459645-150461645,chr5:150142965-150143377;chr5:150159490-150160262;chr5:150163031-150163501;chr5:150167184-150167440;chr5:150169826-150170319;chr5:150379028-150379237;chr5:150396267-150396571;chr5:150401918-150402484;chr5:150433768-150433905;chr5:150438663-150438839;chr5:150447679-150448189;chr5:150455023-150455538;chr5:150462985-150463261;chr5:150468607-150468833;chr5:150474739-150475397;chr5:150476545-150477196;chr5:150477506-150477962;chr5:150505089-150505277;chr5:150588200-150588477;chr5:150588639-150588957;chr5:150593680-150594043;chr5:150594261-150594451;chr5:150635446-150635735,23
NM_006083,chr5,140027383,chr5:140026383-140028383,chr5:139633683-139634086;chr5:139638984-139639383;chr5:139933633-139933898;chr5:139975060-139975424;chr5:139988439-139988554;chr5:139991572-139991775,6
NM_006098,chr5,180670906,chr5:180669906-180671906,NA,0
NM_006144,chr5,54398473,chr5:54397473-54399473,NA,0
NM_006161,chr5,134871639,chr5:134870639-134872639,chr5:134643344-134643463,1
NM_006203,chr5,58882324,chr5:58881324-58883324,chr5:58408556-58408894;chr5:58420146-58420252;chr5:58422372-58422713;chr5:58445128-58445519;chr5:58508843-58508938;chr5:58746343-58746348;chr5:58798066-58798450;chr5:58951498-58952014,8
NM_006251;NM_206907,chr5,40798297,chr5:40797297-40799297,chr5:40384315-40384536;chr5:40410103-40410947;chr5:40442487-40442716;chr5:40688188-40688473,4
NM_006261,chr5,177423243,chr5:177422243-177424243,chr5:177373047-177373130,1
NM_006308,chr5,53751430,chr5:53750430-53752430,NA,0
NM_006317,chr5,17217669,chr5:17216669-17218669,chr5:16723637-16724009;chr5:17118695-17119132;chr5:17154796-17154999;chr5:17181604-17182061;chr5:17184758-17185051;chr5:17187583-17188360;chr5:17224986-17225514;chr5:17252511-17253031;chr5:17255490-17256325;chr5:17282496-17282827;chr5:17284953-17285194;chr5:17302170-17302536;chr5:17302742-17303327;chr5:17355851-17355927;chr5:17356141-17356443;chr5:17359663-17360122;chr5:17401080-17401430,17
NM_006350;NM_013409,chr5,52776263,chr5:52775263-52777263,chr5:52332019-52332357;chr5:52545484-52545615;chr5:52615248-52615546;chr5:52619379-52619641;chr5:52620136-52620468;chr5:52627320-52627670;chr5:52629043-52629307;chr5:52633703-52633938;chr5:52636023-52636219;chr5:52639111-52639387;chr5:52656733-52657108;chr5:52715258-52715483,12
NM_006425,chr5,159846168,chr5:159845168-159847168,chr5:159471418-159471693;chr5:159658144-159658427;chr5:159720972-159721325;chr5:159879765-159880121;chr5:159886073-159886498;chr5:159927852-159928388;chr5:159933720-159933957;chr5:159934271-159934508;chr5:160129945-160130305,9
NM_006451;NM_182789,chr5,43557195,chr5:43556195-43558195,NA,0
NM_006467,chr5,89770680,chr5:89769680-89771680,NA,0
NM_006480,chr5,176784843,chr5:176783843-176785843,chr5:176790168-176790403;chr5:176855088-176855271;chr5:176856256-176856655,3
NM_006598,chr5,1112172,chr5:1111172-1113172,chr5:1102623-1102762;chr5:1103805-1104368;chr5:1104689-1105159;chr5:1105639-1106251;chr5:1107341-1108073;chr5:1108916-1109348;chr5:1110480-1111164;chr5:1129967-1130071;chr5:1134623-1134911;chr5:1470037-1470319;chr5:1475636-1475716;chr5:1485196-1485502;chr5:1490323-1490754;chr5:1504118-1504272;chr5:1512306-1512503;chr5:1516282-1516761;chr5:1517056-1517558;chr5:1536479-1536809;chr5:1562820-1563021;chr5:1564127-1564592,20
NM_006633,chr5,75699079,chr5:75698079-75700079,chr5:75206184-75206581;chr5:75588821-75589050;chr5:75599689-75600175;chr5:75697663-75698026;chr5:75763076-75763442;chr5:75764656-75765363;chr5:75765654-75766016;chr5:75769607-75769838;chr5:75783796-75783990;chr5:75796812-75797204;chr5:75817028-75817592;chr5:75875096-75875329;chr5:75878112-75878410;chr5:76033105-76033222;chr5:76034658-76035100;chr5:76147668-76147777;chr5:76159310-76159698,17
NM_006650,chr5,175223609,chr5:175222609-175224609,chr5:175302369-175302773,1
NM_006713,chr5,32585604,chr5:32584604-32586604,chr5:32391012-32391652;chr5:32582779-32582965;chr5:32760271-32760413;chr5:32768263-32768639,4
NM_006727,chr5,24645087,chr5:24644087-24646087,chr5:24549413-24549679;chr5:24579271-24579548;chr5:24595497-24595875,3
NM_006805,chr5,137090039,chr5:137089039-137091039,NA,0
NM_006816,chr5,176778885,chr5:176777885-176779885,NA,0
NM_006909,chr5,80256507,chr5:80255507-80257507,chr5:80302901-80303180;chr5:80316439-80316828,2
NM_006930;NM_170679,chr5,133512724,chr5:133511724-133513724,NA,0
NM_007017;NM_178424,chr5,157079428,chr5:157078428-157080428,NA,0
NM_007030,chr5,693510,chr5:692510-694510,chr5:656184-656577;chr5:669501-669935;chr5:671573-671920;chr5:757060-757343;chr5:758121-758535;chr5:759096-759567;chr5:1102623-1102762,7
NM_007054,chr5,132073270,chr5:132072270-132074270,chr5:131595834-131595951;chr5:132115740-132115939;chr5:132136233-132136573,3
NM_007118,chr5,14143810,chr5:14142810-14144810,chr5:14035955-14036534;chr5:14108761-14108933;chr5:14154284-14154671;chr5:14174472-14174896;chr5:14178655-14179133;chr5:14185691-14186191;chr5:14186205-14186627;chr5:14251046-14251256;chr5:14264855-14265210;chr5:14404233-14404452;chr5:14408020-14408375,11
NM_007255,chr5,177027118,chr5:177026118-177028118,NA,0
NM_007277,chr5,443333,chr5:442333-444333,chr5:354736-354943;chr5:360822-360962;chr5:373392-373627;chr5:373695-374160;chr5:378611-379250;chr5:388117-388310;chr5:392668-393182;chr5:395451-395827;chr5:399875-400445;chr5:402925-403258;chr5:424842-424963;chr5:448605-448866;chr5:486422-486571;chr5:672237-672545,14
NM_012081,chr5,95297775,chr5:95296775-95298775,chr5:95053997-95054284;chr5:95064673-95064837;chr5:95170246-95170624;chr5:95170754-95171173;chr5:95177682-95177989;chr5:95178953-95179190;chr5:95199166-95199388;chr5:95202297-95202743;chr5:95205682-95206201;chr5:95207014-95207210;chr5:95294794-95295285;chr5:95295681-95296335;chr5:95400695-95400848;chr5:95403711-95404019;chr5:95416336-95416571;chr5:95419074-95419624;chr5:95420931-95421090;chr5:95427654-95427940;chr5:95485310-95485563;chr5:95594948-95595289;chr5:95676015-95676411,21
NM_012159,chr5,135266005,chr5:135265005-135267005,chr5:135341804-135342193,1
NM_012176;NM_033484,chr5,41925355,chr5:41924355-41926355,chr5:41845041-41845055,1
NM_012188;NM_144769,chr5,169532916,chr5:169531916-169533916,NA,0
NM_012206,chr5,156485252,chr5:156484252-156486252,chr5:156476668-156477024,1
NM_012208,chr5,140071010,chr5:140070010-140072010,chr5:139638984-139639383;chr5:139933633-139933898;chr5:139988439-139988554,3
NM_012300;NM_033644;NM_033645,chr5,171433877,chr5:171432877-171434877,NA,0
NM_012304,chr5,15500304,chr5:15499304-15501304,chr5:15425823-15425980,1
NM_012334,chr5,16936385,chr5:16935385-16937385,chr5:16898106-16898497,1
NM_012343,chr5,43602790,chr5:43601790-43603790,NA,0
NM_012382,chr5,40756072,chr5:40755072-40757072,NA,0
NM_012446,chr5,81047072,chr5:81046072-81048072,chr5:80707651-80707683;chr5:81148608-81149026,2
NM_013232,chr5,271735,chr5:270735-272735,chr5:373392-373627,1
NM_013237,chr5,176730762,chr5:176729762-176731762,chr5:176808266-176808459,1
NM_013283,chr5,162932533,chr5:162931533-162933533,NA,0
NM_013340,chr5,140430960,chr5:140429960-140431960,chr5:140464698-140465034,1
NM_013391;NR_104002;NR_104003,chr5,78365497,chr5:78364497-78366497,NA,0
NM_014004;NM_032088,chr5,140771482,chr5:140770482-140772482,chr5:140322933-140323011;chr5:140376000-140376321;chr5:141191253-141191653,3
NM_014005;NM_031857,chr5,140227356,chr5:140226356-140228356,NA,0
NM_014035,chr5,122181143,chr5:122180143-122182143,chr5:122108155-122108524,1
NM_014211,chr5,170210722,chr5:170209722-170211722,chr5:170174489-170174734;chr5:170177072-170177289;chr5:170179191-170179549,3
NM_014228,chr5,149569423,chr5:149568423-149570423,chr5:149649694-149650062;chr5:149658643-149658710;chr5:149665679-149665848;chr5:149667554-149667894;chr5:149668238-149668366;chr5:149838456-149838698,6
NM_014244;NM_021599,chr5,178772431,chr5:178771431-178773431,chr5:178692524-178692976,1
NM_014275,chr5,179233952,chr5:179232952-179234952,NA,0
NM_014350,chr5,118691514,chr5:118690514-118692514,chr5:118368421-118368671;chr5:118610393-118610883;chr5:118662607-118662990;chr5:118666258-118666609;chr5:118667521-118667660;chr5:118677194-118677610;chr5:118679433-118679692;chr5:118725501-118725774;chr5:118733226-118733719;chr5:118734927-118735157;chr5:118742371-118742700;chr5:118747047-118747470,12
NM_014376,chr5,156696351,chr5:156695351-156697351,chr5:156698884-156699173;chr5:156700202-156700407;chr5:156708045-156708232;chr5:156718541-156718931;chr5:156994129-156994375,5
NM_014386,chr5,137225124,chr5:137224124-137226124,chr5:137370531-137370718,1
NM_014402,chr5,132202318,chr5:132201318-132203318,NA,0
NM_014423,chr5,132299354,chr5:132298354-132300354,chr5:131800033-131800450;chr5:131802496-131802987;chr5:131810095-131810374;chr5:131828322-131828808;chr5:131830040-131830170;chr5:131832561-131832909;chr5:131833002-131833333;chr5:131833993-131834254;chr5:131835833-131835962;chr5:132368718-132369095;chr5:132576270-132576709,11
NM_014443,chr5,148758838,chr5:148757838-148759838,NA,0
NM_014594,chr5,178487415,chr5:178486415-178488415,NA,0
NM_014613,chr5,175875355,chr5:175874355-175876355,NA,0
NM_014639,chr5,94890709,chr5:94889709-94891709,NA,0
NM_014757,chr5,179159850,chr5:179158850-179160850,chr5:178820200-178820548;chr5:179350502-179350731;chr5:179386785-179386995;chr5:179398044-179398477;chr5:179453285-179453637;chr5:179461499-179461900;chr5:179465387-179465429;chr5:179476258-179476557;chr5:179496781-179497164;chr5:179512347-179512479;chr5:179512852-179513059;chr5:179517331-179517686,12
NM_014790,chr5,147162411,chr5:147161411-147163411,chr5:146830882-146830936;chr5:146831561-146831956;chr5:147024840-147025034;chr5:147072911-147073086;chr5:147073908-147073968;chr5:147075771-147075969;chr5:147083144-147083174;chr5:147155565-147155948;chr5:147176145-147176391;chr5:147184120-147184352;chr5:147197647-147198100;chr5:147201124-147201544;chr5:147234496-147234684;chr5:147580878-147580957,14
NM_014819,chr5,108745675,chr5:108744675-108746675,NA,0
NM_014899,chr5,95066849,chr5:95065849-95067849,chr5:95053997-95054284,1
NM_014901,chr5,175964421,chr5:175963421-175965421,chr5:175930554-175930566;chr5:175960481-175960718;chr5:175962179-175962700;chr5:175974830-175975038;chr5:176359562-176359884,5
NM_014945,chr5,148521009,chr5:148520009-148522009,chr5:148515213-148515594;chr5:148540754-148540865;chr5:148549934-148550119;chr5:148591795-148592037,4
NM_014983,chr5,149380168,chr5:149379168-149381168,chr5:149284540-149284708;chr5:149317888-149318128;chr5:149318595-149318961;chr5:149319494-149320025;chr5:149328680-149328896;chr5:149445526-149445798;chr5:149503243-149503437;chr5:149708719-149708969,8
NM_015043;NM_198868,chr5,179334856,chr5:179333856-179335856,NA,0
NM_015082,chr5,132948223,chr5:132947223-132949223,NA,0
NM_015111,chr5,177540555,chr5:177539555-177541555,chr5:177542150-177542670;chr5:177543541-177543921;chr5:177645267-177645446,3
NM_015183,chr5,66124603,chr5:66123603-66125603,NA,0
NM_015216,chr5,102455951,chr5:102454951-102456951,chr5:102121468-102121525,1
NM_015288,chr5,133861797,chr5:133860797-133862797,chr5:133432825-133433199;chr5:133435759-133436442;chr5:133453722-133453957;chr5:133456495-133456816;chr5:133458261-133458756;chr5:133460352-133460406;chr5:133460893-133461176;chr5:133463152-133463566;chr5:133463735-133464046;chr5:133465161-133465539;chr5:133465566-133465711;chr5:133466882-133467138;chr5:133468017-133468495;chr5:133880902-133881116;chr5:133890161-133890536,15
NM_015315,chr5,154092461,chr5:154091461-154093461,NA,0
NM_015325,chr5,5422785,chr5:5421785-5423785,NA,0
NM_015342,chr5,64859062,chr5:64858062-64860062,chr5:64796548-64796879;chr5:65015496-65015671,2
NM_015360,chr5,54603575,chr5:54602575-54604575,chr5:54722913-54723133;chr5:54729958-54730125;chr5:54777886-54777973,3
NM_015384;NM_133433,chr5,36876860,chr5:36875860-36877860,chr5:36657665-36658163;chr5:36677971-36678086;chr5:36689194-36689678;chr5:36690488-36690876;chr5:36693190-36693464;chr5:36722958-36723309;chr5:36898243-36898633,7
NM_015465,chr5,154317776,chr5:154316776-154318776,chr5:154062607-154063000;chr5:154205315-154205569,2
NM_015564,chr5,138211057,chr5:138210057-138212057,chr5:137785775-137785891;chr5:137794140-137794412;chr5:138319677-138319832;chr5:138440633-138440869,4
NM_015566,chr5,74162663,chr5:74161663-74163663,chr5:73926262-73926632;chr5:74353522-74353651;chr5:74355814-74356040,3
NM_015621,chr5,150603654,chr5:150602654-150604654,chr5:150142965-150143377;chr5:150159490-150160262;chr5:150163031-150163501;chr5:150167184-150167440;chr5:150169826-150170319;chr5:150396267-150396571;chr5:150433768-150433905;chr5:150438663-150438839;chr5:150447679-150448189;chr5:150455023-150455538;chr5:150462985-150463261;chr5:150468607-150468833;chr5:150474739-150475397;chr5:150476545-150477196;chr5:150477506-150477962;chr5:150505089-150505277;chr5:150588200-150588477;chr5:150588639-150588957;chr5:150593680-150594043;chr5:150594261-150594451;chr5:150635446-150635735,21
NM_015669,chr5,140514787,chr5:140513787-140515787,NA,0
NM_015946,chr5,52083773,chr5:52082773-52084773,chr5:52168603-52169046,1
NM_015980,chr5,173472606,chr5:173471606-173473606,chr5:173391031-173391183;chr5:173492049-173492420;chr5:173572937-173573111;chr5:173738914-173739193;chr5:173956576-173956772,5
NM_015981;NM_171825,chr5,149669403,chr5:149668403-149670403,chr5:149649694-149650062;chr5:149658643-149658710;chr5:149665679-149665848;chr5:149667554-149667894;chr5:149668238-149668366,5
NM_016048,chr5,128430441,chr5:128429441-128431441,NA,0
NM_016093,chr5,172386426,chr5:172385426-172387426,NA,0
NM_016107,chr5,32444867,chr5:32443867-32445867,chr5:32164142-32164348,1
NM_016144,chr5,115420672,chr5:115419672-115421672,chr5:114959651-114959879;chr5:115794810-115794877,2
NM_016218,chr5,74807574,chr5:74806574-74808574,chr5:74862624-74863010;chr5:74974099-74974276;chr5:75206184-75206581,3
NM_016279,chr5,27038689,chr5:27037689-27039689,NA,0
NM_016290,chr5,176433443,chr5:176432443-176434443,chr5:175960481-175960718;chr5:175962179-175962700;chr5:175974830-175975038;chr5:176330386-176330599;chr5:176359562-176359884;chr5:176421508-176421945;chr5:176422952-176423155;chr5:176855088-176855271;chr5:176856256-176856655,9
NM_016338,chr5,61708572,chr5:61707572-61709572,NA,0
NM_016358,chr5,1882880,chr5:1881880-1883880,NA,0
NM_016459,chr5,138725605,chr5:138724605-138726605,chr5:139015811-139016118;chr5:139017934-139018665;chr5:139049454-139050310,3
NM_016463,chr5,139027876,chr5:139026876-139028876,chr5:139015811-139016118;chr5:139017086-139017541;chr5:139017934-139018665;chr5:139049454-139050310;chr5:139076374-139076603;chr5:139077054-139077268;chr5:139078128-139078514;chr5:139090416-139090834;chr5:139145441-139145496,9
NM_016480,chr5,138677520,chr5:138676520-138678520,chr5:139040519-139041115;chr5:139043719-139044204,2
NM_016568,chr5,33936490,chr5:33935490-33937490,NA,0
NM_016580,chr5,141338627,chr5:141337627-141339627,chr5:140888509-140888855;chr5:140893513-140893891;chr5:140899669-140900070;chr5:140900821-140901187;chr5:140983787-140984197;chr5:140985133-140985553;chr5:141394614-141394984;chr5:141395225-141395941,8
NM_016591,chr5,74326724,chr5:74325724-74327724,NA,0
NM_016604,chr5,137688284,chr5:137687284-137689284,chr5:137370531-137370718;chr5:137799770-137800154;chr5:137868208-137868538;chr5:137870529-137870619,4
NM_016605,chr5,137673703,chr5:137672703-137674703,chr5:137370531-137370718;chr5:137794140-137794412;chr5:137795066-137795334;chr5:137795643-137795861;chr5:137797072-137797362;chr5:137799770-137800154;chr5:137833063-137833252;chr5:137868208-137868538;chr5:137870529-137870619;chr5:137881069-137881276,10
NM_016606,chr5,137774689,chr5:137773689-137775689,chr5:137390960-137391202;chr5:137785775-137785891,2
NM_016640,chr5,44809026,chr5:44808026-44810026,NA,0
NM_016644,chr5,119799972,chr5:119798972-119800972,chr5:119837700-119837812,1
NM_017415,chr5,137071779,chr5:137070779-137072779,chr5:136797859-136797994;chr5:136833088-136833480;chr5:137172827-137173063;chr5:137173834-137173986;chr5:137390960-137391202,5
NM_017510,chr5,177019148,chr5:177018148-177020148,NA,0
NM_017665,chr5,132362296,chr5:132361296-132363296,chr5:132368718-132369095;chr5:132576270-132576709,2
NM_017675,chr5,175976342,chr5:175975342-175977342,NA,0
NM_017706,chr5,140044383,chr5:140043383-140045383,NA,0
NM_017872,chr5,157158396,chr5:157157396-157159396,chr5:157156902-157157206,1
NM_018046,chr5,76326209,chr5:76325209-76327209,NA,0
NM_018047,chr5,150080669,chr5:150079669-150081669,chr5:149789263-149789759;chr5:149794145-149794332;chr5:150086779-150087134;chr5:150142965-150143377;chr5:150159490-150160262;chr5:150163031-150163501;chr5:150167184-150167440;chr5:150169826-150170319;chr5:150379028-150379237;chr5:150396267-150396571;chr5:150433768-150433905;chr5:150438663-150438839;chr5:150447679-150448189;chr5:150455023-150455538;chr5:150462985-150463261;chr5:150468607-150468833;chr5:150474739-150475397;chr5:150476545-150477196;chr5:150477506-150477962;chr5:150505089-150505277,20
NM_018140,chr5,612404,chr5:611404-613404,chr5:601191-601577;chr5:672237-672545,2
NM_018268,chr5,76788365,chr5:76787365-76789365,NA,0
NM_018321,chr5,34915819,chr5:34914819-34916819,NA,0
NM_018356;NR_134298,chr5,31532372,chr5:31531372-31533372,NA,0
NM_018429,chr5,70751441,chr5:70750441-70752441,NA,0
NM_018434,chr5,179499118,chr5:179498118-179500118,chr5:179350502-179350731;chr5:179386785-179386995;chr5:179398044-179398477;chr5:179399876-179400065;chr5:179453285-179453637;chr5:179461499-179461900;chr5:179465387-179465429;chr5:179496781-179497164;chr5:179517331-179517686,9
NM_018834,chr5,138629332,chr5:138628332-138630332,chr5:138440633-138440869;chr5:138897527-138897822;chr5:139015811-139016118;chr5:139090416-139090834,4
NM_018898;NM_031882,chr5,140306301,chr5:140305301-140307301,chr5:140381838-140382244;chr5:140464698-140465034,2
NM_018899,chr5,140345746,chr5:140344746-140346746,chr5:140322933-140323011;chr5:140381838-140382244,2
NM_018900;NM_031410;NM_031411,chr5,140165720,chr5:140164720-140166720,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018901;NM_031859;NM_031860,chr5,140235467,chr5:140234467-140236467,chr5:140376000-140376321,1
NM_018902;NM_031861,chr5,140247097,chr5:140246097-140248097,NA,0
NM_018903;NM_031864,chr5,140254886,chr5:140253886-140255886,NA,0
NM_018904;NM_031865,chr5,140261853,chr5:140260853-140262853,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018905;NM_031495,chr5,140174443,chr5:140173443-140175443,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018906;NM_031497,chr5,140180782,chr5:140179782-140181782,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018907;NM_031500,chr5,140186658,chr5:140185658-140187658,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018908;NM_031501,chr5,140201360,chr5:140200360-140202360,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018909;NM_031848;NM_031849,chr5,140207506,chr5:140206506-140208506,chr5:140376000-140376321,1
NM_018910;NM_031852,chr5,140213968,chr5:140212968-140214968,chr5:140322933-140323011;chr5:140376000-140376321,2
NM_018911;NM_031856,chr5,140220906,chr5:140219906-140221906,NA,0
NM_018912;NM_031993,chr5,140710251,chr5:140709251-140711251,NA,0
NM_018913;NM_032090,chr5,140792742,chr5:140791742-140793742,NA,0
NM_018914;NM_032091;NM_032092,chr5,140800536,chr5:140799536-140801536,chr5:140888509-140888855,1
NM_018915;NM_032009,chr5,140718326,chr5:140717326-140719326,chr5:140464698-140465034;chr5:141163260-141163447,2
NM_018916;NM_032011,chr5,140723600,chr5:140722600-140724600,chr5:141163260-141163447;chr5:141181109-141181135;chr5:141191253-141191653,3
NM_018917;NM_032053,chr5,140734591,chr5:140733591-140735591,NA,0
NM_018918;NM_032054,chr5,140743897,chr5:140742897-140744897,NA,0
NM_018919;NM_032086,chr5,140753650,chr5:140752650-140754650,chr5:140322933-140323011;chr5:140376000-140376321;chr5:141163260-141163447;chr5:141191253-141191653,4
NM_018920;NM_032087,chr5,140762305,chr5:140761305-140763305,chr5:140464698-140465034;chr5:141163260-141163447,2
NM_018921;NM_032089,chr5,140782519,chr5:140781519-140783519,chr5:140322933-140323011;chr5:140376000-140376321;chr5:140464698-140465034;chr5:141054975-141055298;chr5:141163260-141163447;chr5:141181109-141181135;chr5:141191253-141191653;chr5:141256552-141256862;chr5:141260592-141260733;chr5:141262176-141262446,10
NM_018922;NM_032095,chr5,140729827,chr5:140728827-140730827,chr5:141191253-141191653,1
NM_018923;NM_032096,chr5,140739702,chr5:140738702-140740702,chr5:141163260-141163447;chr5:141191253-141191653,2
NM_018924;NM_032097,chr5,140749830,chr5:140748830-140750830,chr5:141163260-141163447,1
NM_018925;NM_032099,chr5,140777694,chr5:140776694-140778694,NA,0
NM_018926;NM_032100,chr5,140787769,chr5:140786769-140788769,chr5:140322933-140323011;chr5:140376000-140376321;chr5:140464698-140465034;chr5:141054975-141055298;chr5:141163260-141163447;chr5:141191253-141191653;chr5:141256552-141256862;chr5:141260592-141260733;chr5:141262176-141262446,9
NM_018927,chr5,140797259,chr5:140796259-140798259,chr5:140464698-140465034;chr5:141054975-141055298;chr5:141163260-141163447,3
NM_018928;NM_032406,chr5,140864740,chr5:140863740-140865740,chr5:140376000-140376321;chr5:140464698-140465034;chr5:140714021-140714065;chr5:141054975-141055298;chr5:141163260-141163447;chr5:141191253-141191653;chr5:141256552-141256862;chr5:141260592-141260733;chr5:141262176-141262446,9
NM_018929;NM_032407,chr5,140868807,chr5:140867807-140869807,chr5:141163260-141163447;chr5:141191253-141191653;chr5:141256552-141256862;chr5:141260592-141260733;chr5:141262176-141262446,5
NM_018930,chr5,140571951,chr5:140570951-140572951,chr5:140464698-140465034,1
NM_018931,chr5,140579347,chr5:140578347-140580347,NA,0
NM_018932,chr5,140588290,chr5:140587290-140589290,chr5:140322933-140323011;chr5:140376000-140376321;chr5:140464698-140465034;chr5:140714021-140714065;chr5:141054975-141055298,5
NM_018933,chr5,140593490,chr5:140592490-140594490,NA,0
NM_018934,chr5,140601897,chr5:140600897-140602897,NA,0
NM_018935,chr5,140624916,chr5:140623916-140625916,chr5:140322933-140323011;chr5:140376000-140376321;chr5:140464698-140465034;chr5:140714021-140714065,4
NM_018936,chr5,140474190,chr5:140473190-140475190,NA,0
NM_018937,chr5,140479825,chr5:140478825-140480825,NA,0
NM_018938,chr5,140501331,chr5:140500331-140502331,chr5:140322933-140323011;chr5:140464698-140465034,2
NM_018939,chr5,140529602,chr5:140528602-140530602,chr5:140464698-140465034,1
NM_018940,chr5,140552201,chr5:140551201-140553201,chr5:140464698-140465034,1
NM_018989,chr5,145583162,chr5:145582162-145584162,NA,0
NM_019000,chr5,16509107,chr5:16508107-16510107,chr5:16492574-16492683;chr5:16539355-16539674,2
NM_019018,chr5,14581890,chr5:14580890-14582890,chr5:14582921-14583040;chr5:14666216-14666664;chr5:14668408-14668752;chr5:14672104-14672643;chr5:14809867-14810211;chr5:14937373-14937729,6
NM_019072,chr5,65017941,chr5:65016941-65018941,chr5:65015496-65015671;chr5:65027893-65028107;chr5:65030733-65031192;chr5:65070343-65070573;chr5:65097290-65097569,5
NM_019087,chr5,53606403,chr5:53605403-53607403,chr5:53309437-53310024;chr5:53597184-53597322,2
NM_019119,chr5,140566700,chr5:140565700-140567700,NA,0
NM_019120,chr5,140557370,chr5:140556370-140558370,NA,0
NM_019599,chr5,9630463,chr5:9629463-9631463,chr5:9888689-9888977,1
NM_020167,chr5,151784840,chr5:151783840-151785840,NA,0
NM_020177,chr5,114880591,chr5:114879591-114881591,chr5:114749513-114749705;chr5:114755701-114755980;chr5:114797286-114797501;chr5:115205022-115205387,4
NM_020199,chr5,133304406,chr5:133303406-133305406,NA,0
NM_020227,chr5,23507717,chr5:23506717-23508717,NA,0
NM_020546,chr5,7396342,chr5:7395342-7397342,chr5:7662909-7663198;chr5:7784884-7784893;chr5:7824130-7824491,3
NM_020666,chr5,178054054,chr5:178053054-178055054,chr5:177645267-177645446;chr5:177647239-177647603;chr5:177739679-177740143;chr5:177757894-177758005;chr5:177804102-177804255;chr5:177812572-177812778;chr5:177815431-177815872;chr5:177832172-177832288;chr5:177910614-177910888;chr5:178034122-178034420,10
NM_020726,chr5,65018022,chr5:65017022-65019022,NA,0
NM_020747,chr5,124080805,chr5:124079805-124081805,chr5:123909192-123909435;chr5:123987356-123987539;chr5:123997171-123997561;chr5:124029260-124029627;chr5:124077955-124078154,5
NM_020768,chr5,143550436,chr5:143549436-143551436,chr5:143073364-143073384;chr5:143569314-143569909,2
NM_020796,chr5,115910622,chr5:115909622-115911622,chr5:115794810-115794877;chr5:115860298-115860305;chr5:115908516-115909016;chr5:115911792-115912152;chr5:116259364-116259561;chr5:116384111-116384324,6
NM_020801,chr5,90679190,chr5:90678190-90680190,chr5:90348744-90349071;chr5:90349641-90349828;chr5:90350466-90350674;chr5:90354334-90354731;chr5:90428420-90428552;chr5:90458384-90458975;chr5:90466120-90466308;chr5:90478577-90478850;chr5:90485915-90486074;chr5:90514939-90515247;chr5:90524899-90525113;chr5:90579794-90579971;chr5:90597376-90597666;chr5:90673049-90673245;chr5:90680524-90680637,15
NM_020928,chr5,60628099,chr5:60627099-60629099,chr5:60239574-60239836;chr5:60571773-60571988;chr5:60600910-60601202;chr5:60615240-60615598;chr5:60624078-60624207;chr5:60625710-60626179;chr5:60626321-60626538;chr5:60629701-60630027;chr5:60751661-60751965,9
NM_020957,chr5,140561264,chr5:140560264-140562264,chr5:140322933-140323011;chr5:140376000-140376321;chr5:140875639-140876085,3
NM_021025,chr5,170736287,chr5:170735287-170737287,NA,0
NM_021072,chr5,45696220,chr5:45695220-45697220,chr5:45599934-45599939,1
NM_021147;NR_125346;NR_125347,chr5,54529545,chr5:54528545-54530545,NA,0
NM_021182,chr5,143191725,chr5:143190725-143192725,chr5:143186200-143186441,1
NM_021614,chr5,113698015,chr5:113697015-113699015,chr5:113754554-113754720,1
NM_021649,chr5,114938176,chr5:114937176-114939176,chr5:114755701-114755980;chr5:114797286-114797501,2
NM_021967;NM_022968,chr5,69321071,chr5:69320071-69322071;chr5:70195489-70197489,NA,0
NM_021967;NM_022968,chr5,70196489,chr5:69320071-69322071;chr5:70195489-70197489,NA,0
NM_021982,chr5,133984474,chr5:133983474-133985474,chr5:133585407-133585743;chr5:133802349-133802592;chr5:133890161-133890536;chr5:133890594-133890960;chr5:133891612-133892163,5
NM_022130,chr5,32174425,chr5:32173425-32175425,NA,0
NM_022132,chr5,70883114,chr5:70882114-70884114,NA,0
NM_022140,chr5,111755013,chr5:111754013-111756013,chr5:111502817-111502914;chr5:111528702-111529013,2
NM_022145,chr5,64858995,chr5:64857995-64859995,chr5:64796548-64796879;chr5:65015496-65015671,2
NM_022304,chr5,175108463,chr5:175107463-175109463,chr5:174612437-174612450,1
NM_022455,chr5,176560832,chr5:176559832-176561832,chr5:176359562-176359884;chr5:176855088-176855271;chr5:176856256-176856655,3
NM_022481,chr5,141061800,chr5:141060800-141062800,chr5:140983787-140984197;chr5:140985133-140985553,2
NM_022483,chr5,43483992,chr5:43482992-43484992,NA,0
NM_022650,chr5,86564740,chr5:86563740-86565740,chr5:86524222-86524964;chr5:86604017-86604207;chr5:86662563-86662890,3
