enhancer,tss,gene
chr5:137795066-137795334,NM_004730,ETF1
chr5:137795066-137795334,NM_001101800;NM_001101801;NM_016603,FAM13B
chr5:137795066-137795334,NM_016605,FAM53C
chr5:137795643-137795861,NM_004730,ETF1
chr5:137795643-137795861,NM_001101800;NM_001101801;NM_016603,FAM13B
chr5:137795643-137795861,NM_016605,FAM53C
chr5:137797072-137797362,NM_004730,ETF1
chr5:137797072-137797362,NM_016605,FAM53C
chr5:137799770-137800154,NM_001964,EGR1
chr5:137799770-137800154,NM_001101800;NM_001101801;NM_016603,FAM13B
chr5:137799770-137800154,NM_016605,FAM53C
chr5:137799770-137800154,NM_016604,KDM3B
chr5:137815410-137815785,NM_001164326;NM_006696;NM_139199,BRD8
chr5:137815410-137815785,NM_004134,HSPA9
chr5:137827710-137828119,NM_001964,EGR1
chr5:137833063-137833252,NM_001964,EGR1
chr5:137833063-137833252,NM_016605,FAM53C
chr5:137868208-137868538,NM_004730,ETF1
chr5:137868208-137868538,NM_001101800;NM_001101801;NM_016603,FAM13B
chr5:137868208-137868538,NM_016605,FAM53C
chr5:137868208-137868538,NM_016604,KDM3B
chr5:137870529-137870619,NM_004730,ETF1
chr5:137870529-137870619,NM_016605,FAM53C
chr5:137870529-137870619,NM_016604,KDM3B
chr5:137881069-137881276,NM_004730,ETF1
chr5:137881069-137881276,NM_016605,FAM53C
chr5:137881069-137881276,NM_058244,WNT8A
chr5:138319677-138319832,NM_152686,DNAJC18
chr5:138319677-138319832,NM_015564,LRRTM2
chr5:138440633-138440869,NM_152686,DNAJC18
chr5:138440633-138440869,NM_015564,LRRTM2
chr5:138440633-138440869,NM_018834;NM_001194955;NM_001194956,MATR3
chr5:138620359-138620541,NM_001194954;NM_199189,MATR3
chr5:138620359-138620541,NM_003339;NM_181838,UBE2D2
chr5:138727034-138727338,NM_001161546,LOC389333
chr5:138838499-138838633,NM_198282,TMEM173
chr5:138897527-138897822,NM_152686,DNAJC18
chr5:138897527-138897822,NM_018834;NM_001194955;NM_001194956,MATR3
chr5:138897527-138897822,NM_032289,PSD2
chr5:139015811-139016118,NM_016463,CXXC5
chr5:139015811-139016118,NM_018834;NM_001194955;NM_001194956,MATR3
chr5:139015811-139016118,NM_016459,MZB1
chr5:139017086-139017541,NM_016463,CXXC5
chr5:139017934-139018665,NM_016463,CXXC5
chr5:139017934-139018665,NM_016459,MZB1
chr5:139040519-139041115,NM_016480,PAIP2
chr5:139043719-139044204,NM_016480,PAIP2
chr5:139049454-139050310,NM_016463,CXXC5
chr5:139049454-139050310,NM_001194954;NM_199189,MATR3
chr5:139049454-139050310,NM_016459,MZB1
chr5:139076374-139076603,NM_016463,CXXC5
chr5:139077054-139077268,NM_016463,CXXC5
chr5:139078128-139078514,NM_001007189,C5orf53
chr5:139078128-139078514,NM_016463,CXXC5
chr5:139078128-139078514,NM_152686,DNAJC18
chr5:139078128-139078514,NM_001184935;NM_004883;NM_013981;NM_013982;NM_013983,NRG2
chr5:139078128-139078514,NM_032289,PSD2
chr5:139090416-139090834,NM_016463,CXXC5
chr5:139090416-139090834,NM_018834;NM_001194955;NM_001194956,MATR3
chr5:139113196-139113643,NM_001007189,C5orf53
chr5:139113196-139113643,NM_032289,PSD2
chr5:139145441-139145496,NM_001007189,C5orf53
chr5:139145441-139145496,NM_016463,CXXC5
chr5:139145441-139145496,NM_152686,DNAJC18
chr5:139145441-139145496,NM_001184935;NM_004883;NM_013981;NM_013982;NM_013983,NRG2
chr5:139145441-139145496,NM_032289,PSD2
chr5:139420805-139420894,NM_001184935;NM_004883;NM_013981;NM_013982;NM_013983,NRG2
chr5:139598972-139599011,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139631101-139631601,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139631101-139631601,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139631101-139631601,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139631101-139631601,NM_001945,HBEGF
chr5:139631101-139631601,NM_080670,SLC35A4
chr5:139631101-139631601,NM_001035235,SRA1
chr5:139633683-139634086,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139633683-139634086,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139633683-139634086,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139633683-139634086,NM_003732,EIF4EBP3
chr5:139633683-139634086,NM_001945,HBEGF
chr5:139633683-139634086,NM_006083,IK
chr5:139633683-139634086,NM_001035235,SRA1
chr5:139636160-139636260,NM_001035235,SRA1
chr5:139638984-139639383,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139638984-139639383,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139638984-139639383,NM_032412,C5orf32
chr5:139638984-139639383,NM_012208,HARS2
chr5:139638984-139639383,NM_006083,IK
chr5:139638984-139639383,NM_001035235,SRA1
chr5:139638984-139639383,NM_144723,ZMAT2
chr5:139641396-139641769,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139641396-139641769,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139641396-139641769,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139641396-139641769,NM_001945,HBEGF
chr5:139641396-139641769,NM_001035235,SRA1
chr5:139652898-139653497,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139652898-139653497,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139652898-139653497,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139652898-139653497,NM_001945,HBEGF
chr5:139652898-139653497,NM_080670,SLC35A4
chr5:139652898-139653497,NM_001035235,SRA1
chr5:139691635-139691999,NM_001945,HBEGF
chr5:139704258-139704572,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139704258-139704572,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139704258-139704572,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139704258-139704572,NM_001945,HBEGF
chr5:139704258-139704572,NM_001035235,SRA1
chr5:139724210-139724515,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139724210-139724515,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139724210-139724515,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139724210-139724515,NM_001945,HBEGF
chr5:139724210-139724515,NM_001035235,SRA1
chr5:139933633-139933898,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139933633-139933898,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139933633-139933898,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139933633-139933898,NM_012208,HARS2
chr5:139933633-139933898,NM_006083,IK
chr5:139933633-139933898,NM_001035235,SRA1
chr5:139933633-139933898,NM_144723,ZMAT2
chr5:139968065-139968565,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139968065-139968565,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139968065-139968565,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139968065-139968565,NM_001945,HBEGF
chr5:139968065-139968565,NM_080670,SLC35A4
chr5:139968065-139968565,NM_001035235,SRA1
chr5:139975060-139975424,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139975060-139975424,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139975060-139975424,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139975060-139975424,NM_001945,HBEGF
chr5:139975060-139975424,NM_006083,IK
chr5:139975060-139975424,NM_001035235,SRA1
chr5:139975060-139975424,NM_144723,ZMAT2
chr5:139982562-139982853,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139982562-139982853,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139982562-139982853,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139982562-139982853,NM_001945,HBEGF
chr5:139982562-139982853,NM_080670,SLC35A4
chr5:139982562-139982853,NM_001035235,SRA1
chr5:139986816-139987050,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139986816-139987050,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139986816-139987050,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139986816-139987050,NM_001945,HBEGF
chr5:139986816-139987050,NM_080670,SLC35A4
chr5:139986816-139987050,NM_001035235,SRA1
chr5:139988439-139988554,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139988439-139988554,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139988439-139988554,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139988439-139988554,NM_012208,HARS2
chr5:139988439-139988554,NM_001945,HBEGF
chr5:139988439-139988554,NM_006083,IK
chr5:139988439-139988554,NM_001035235,SRA1
chr5:139988781-139989053,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139988781-139989053,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139988781-139989053,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139988781-139989053,NM_003732,EIF4EBP3
chr5:139988781-139989053,NM_001945,HBEGF
chr5:139988781-139989053,NM_080670,SLC35A4
chr5:139988781-139989053,NM_001035235,SRA1
chr5:139990904-139991173,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139990904-139991173,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139990904-139991173,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139990904-139991173,NM_001945,HBEGF
chr5:139990904-139991173,NM_080670,SLC35A4
chr5:139990904-139991173,NM_001035235,SRA1
chr5:139991572-139991775,NM_001197030;NM_017747;NM_017978;NM_024668;NM_020690,ANKHD1
chr5:139991572-139991775,NM_006051;NM_133172;NM_133173;NM_133174,APBB3
chr5:139991572-139991775,NM_000591;NM_001040021;NM_001174104;NM_001174105,CD14
chr5:139991572-139991775,NM_003732,EIF4EBP3
chr5:139991572-139991775,NM_001945,HBEGF
chr5:139991572-139991775,NM_006083,IK
chr5:139991572-139991775,NM_001035235,SRA1
chr5:139991572-139991775,NM_144723,ZMAT2
chr5:140322933-140323011,NM_018900;NM_031410;NM_031411,PCDHA1
chr5:140322933-140323011,NM_018904;NM_031865,PCDHA13
chr5:140322933-140323011,NM_018905;NM_031495,PCDHA2
chr5:140322933-140323011,NM_018906;NM_031497,PCDHA3
chr5:140322933-140323011,NM_018907;NM_031500,PCDHA4
chr5:140322933-140323011,NM_018908;NM_031501,PCDHA5
chr5:140322933-140323011,NM_018910;NM_031852,PCDHA7
chr5:140322933-140323011,NM_018899,PCDHAC2
chr5:140322933-140323011,NM_018932,PCDHB12
chr5:140322933-140323011,NM_018935,PCDHB15
chr5:140322933-140323011,NM_020957,PCDHB16
chr5:140322933-140323011,NM_018938,PCDHB4
chr5:140322933-140323011,NM_018919;NM_032086,PCDHGA6
chr5:140322933-140323011,NM_014004;NM_032088,PCDHGA8
chr5:140322933-140323011,NM_018921;NM_032089,PCDHGA9
chr5:140322933-140323011,NM_018926;NM_032100,PCDHGB6
chr5:14035955-14036534,NM_007118,TRIO
chr5:140376000-140376321,NM_018900;NM_031410;NM_031411,PCDHA1
chr5:140376000-140376321,NM_018901;NM_031859;NM_031860,PCDHA10
chr5:140376000-140376321,NM_018904;NM_031865,PCDHA13
chr5:140376000-140376321,NM_018905;NM_031495,PCDHA2
chr5:140376000-140376321,NM_018906;NM_031497,PCDHA3
chr5:140376000-140376321,NM_018907;NM_031500,PCDHA4
chr5:140376000-140376321,NM_018908;NM_031501,PCDHA5
chr5:140376000-140376321,NM_018909;NM_031848;NM_031849,PCDHA6
chr5:140376000-140376321,NM_018910;NM_031852,PCDHA7
chr5:140376000-140376321,NM_018932,PCDHB12
chr5:140376000-140376321,NM_018935,PCDHB15
chr5:140376000-140376321,NM_020957,PCDHB16
chr5:140376000-140376321,NM_018919;NM_032086,PCDHGA6
chr5:140376000-140376321,NM_014004;NM_032088,PCDHGA8
chr5:140376000-140376321,NM_018921;NM_032089,PCDHGA9
chr5:140376000-140376321,NM_018926;NM_032100,PCDHGB6
chr5:140376000-140376321,NM_018928;NM_032406,PCDHGC4
chr5:140381838-140382244,NM_194249,DND1
chr5:140381838-140382244,NM_018898;NM_031882,PCDHAC1
chr5:140381838-140382244,NM_018899;NM_031883,PCDHAC2
chr5:140464698-140465034,NM_018898;NM_031882,PCDHAC1
chr5:140464698-140465034,NM_013340,PCDHB1
chr5:140464698-140465034,NM_018930,PCDHB10
chr5:140464698-140465034,NM_018932,PCDHB12
chr5:140464698-140465034,NM_018935,PCDHB15
chr5:140464698-140465034,NM_018938,PCDHB4
chr5:140464698-140465034,NM_018939,PCDHB6
chr5:140464698-140465034,NM_018940,PCDHB7
chr5:140464698-140465034,NM_018915;NM_032009,PCDHGA2
chr5:140464698-140465034,NM_018920;NM_032087,PCDHGA7
chr5:140464698-140465034,NM_018921;NM_032089,PCDHGA9
chr5:140464698-140465034,NM_018926;NM_032100,PCDHGB6
chr5:140464698-140465034,NM_032101;NM_018927,PCDHGB7
chr5:140464698-140465034,NM_002588;NM_032402;NM_032403,PCDHGC3
chr5:140464698-140465034,NM_018928;NM_032406,PCDHGC4
chr5:140464698-140465034,NM_031947,SLC25A2
chr5:140714021-140714065,NM_018932,PCDHB12
chr5:140714021-140714065,NM_018935,PCDHB15
chr5:140714021-140714065,NM_018928;NM_032406,PCDHGC4
chr5:140875639-140876085,NM_001079812;NM_005219,DIAPH1
chr5:140875639-140876085,NM_020957,PCDHB16
chr5:140875639-140876085,NM_001130029;NM_173828,RELL2
chr5:140875639-140876085,NM_005642,TAF7
chr5:140888509-140888855,NM_016580,PCDH12
chr5:140888509-140888855,NM_018914;NM_032091;NM_032092,PCDHGA11
chr5:140888509-140888855,NM_003735;NM_032094,PCDHGA12
chr5:140893513-140893891,NM_001079812;NM_005219,DIAPH1
chr5:140893513-140893891,NM_001142603;NM_014773,KIAA0141
chr5:140893513-140893891,NM_016580,PCDH12
chr5:140899669-140900070,NM_001079812;NM_005219,DIAPH1
chr5:140899669-140900070,NM_016580,PCDH12
chr5:140900821-140901187,NM_001079812;NM_005219,DIAPH1
chr5:140900821-140901187,NM_001142603;NM_014773,KIAA0141
chr5:140900821-140901187,NM_016580,PCDH12
chr5:140983787-140984197,NM_022481,ARAP3
chr5:140983787-140984197,NM_001079812;NM_005219,DIAPH1
chr5:140983787-140984197,NM_001142603;NM_014773,KIAA0141
chr5:140983787-140984197,NM_016580,PCDH12
chr5:140985133-140985553,NM_022481,ARAP3
chr5:140985133-140985553,NM_001079812;NM_005219,DIAPH1
chr5:140985133-140985553,NM_001142603;NM_014773,KIAA0141
chr5:140985133-140985553,NM_016580,PCDH12
chr5:140985133-140985553,NM_005642,TAF7
chr5:141054975-141055298,NM_018932,PCDHB12
chr5:141054975-141055298,NM_018921;NM_032089,PCDHGA9
chr5:141054975-141055298,NM_018926;NM_032100,PCDHGB6
chr5:141054975-141055298,NM_032101;NM_018927,PCDHGB7
chr5:141054975-141055298,NM_002588;NM_032402;NM_032403,PCDHGC3
chr5:141054975-141055298,NM_018928;NM_032406,PCDHGC4
chr5:14108761-14108933,NM_007118,TRIO
chr5:141163260-141163447,NM_030571,NDFIP1
chr5:141163260-141163447,NM_018915;NM_032009,PCDHGA2
chr5:141163260-141163447,NM_018916;NM_032011,PCDHGA3
chr5:141163260-141163447,NM_018919;NM_032086,PCDHGA6
chr5:141163260-141163447,NM_018920;NM_032087,PCDHGA7
chr5:141163260-141163447,NM_018921;NM_032089,PCDHGA9
chr5:141163260-141163447,NM_018923;NM_032096,PCDHGB2
chr5:141163260-141163447,NM_018924;NM_032097,PCDHGB3
chr5:141163260-141163447,NM_018926;NM_032100,PCDHGB6
chr5:141163260-141163447,NM_032101;NM_018927,PCDHGB7
chr5:141163260-141163447,NM_002588;NM_032402;NM_032403,PCDHGC3
chr5:141163260-141163447,NM_018928;NM_032406,PCDHGC4
chr5:141163260-141163447,NM_018929;NM_032407,PCDHGC5
chr5:141163260-141163447,NM_031947,SLC25A2
chr5:141181109-141181135,NM_018916;NM_032011,PCDHGA3
chr5:141181109-141181135,NM_018921;NM_032089,PCDHGA9
chr5:141187107-141187320,NM_002588;NM_032402;NM_032403,PCDHGC3
chr5:141191253-141191653,NM_030571,NDFIP1
chr5:141191253-141191653,NM_018916;NM_032011,PCDHGA3
chr5:141191253-141191653,NM_018919;NM_032086,PCDHGA6
chr5:141191253-141191653,NM_014004;NM_032088,PCDHGA8
chr5:141191253-141191653,NM_018921;NM_032089,PCDHGA9
chr5:141191253-141191653,NM_018922;NM_032095,PCDHGB1
chr5:141191253-141191653,NM_018923;NM_032096,PCDHGB2
chr5:141191253-141191653,NM_018926;NM_032100,PCDHGB6
chr5:141191253-141191653,NM_018928;NM_032406,PCDHGC4
chr5:141191253-141191653,NM_018929;NM_032407,PCDHGC5
chr5:141191253-141191653,NM_001130029;NM_173828,RELL2
chr5:141201064-141201327,NM_002587;NM_032420,PCDH1
chr5:141256552-141256862,NM_030571,NDFIP1
chr5:141256552-141256862,NM_002587;NM_032420,PCDH1
chr5:141256552-141256862,NM_018921;NM_032089,PCDHGA9
chr5:141256552-141256862,NM_018926;NM_032100,PCDHGB6
chr5:141256552-141256862,NM_018928;NM_032406,PCDHGC4
chr5:141256552-141256862,NM_018929;NM_032407,PCDHGC5
chr5:141256552-141256862,NM_001130029;NM_173828,RELL2
chr5:141260592-141260733,NM_030571,NDFIP1
chr5:141260592-141260733,NM_018921;NM_032089,PCDHGA9
chr5:141260592-141260733,NM_018926;NM_032100,PCDHGB6
chr5:141260592-141260733,NM_002588;NM_032402;NM_032403,PCDHGC3
chr5:141260592-141260733,NM_018928;NM_032406,PCDHGC4
chr5:141260592-141260733,NM_018929;NM_032407,PCDHGC5
chr5:141260592-141260733,NM_001130029;NM_173828,RELL2
chr5:141262176-141262446,NM_030571,NDFIP1
chr5:141262176-141262446,NM_002587;NM_032420,PCDH1
chr5:141262176-141262446,NM_018921;NM_032089,PCDHGA9
chr5:141262176-141262446,NM_018926;NM_032100,PCDHGB6
chr5:141262176-141262446,NM_018928;NM_032406,PCDHGC4
chr5:141262176-141262446,NM_018929;NM_032407,PCDHGC5
chr5:141262176-141262446,NM_001130029;NM_173828,RELL2
chr5:141394614-141394984,NM_016580,PCDH12
chr5:141395225-141395941,NM_001079812;NM_005219,DIAPH1
chr5:141395225-141395941,NM_005471,GNPDA1
chr5:141395225-141395941,NM_001142603;NM_014773,KIAA0141
chr5:141395225-141395941,NM_016580,PCDH12
chr5:141404371-141404781,NM_001079812;NM_005219,DIAPH1
chr5:141404371-141404781,NM_033449,FCHSD1
chr5:141468055-141468189,NM_033449,FCHSD1
chr5:141468055-141468189,NM_030571,NDFIP1
chr5:14154284-14154671,NM_007118,TRIO
chr5:141576686-141576854,NM_002587;NM_032420,PCDH1
chr5:141684732-141684818,NM_002587;NM_032420,PCDH1
chr5:141684732-141684818,NM_001127496;NM_030964,SPRY4
chr5:141736379-141736797,NM_001135608;NM_015071,ARHGAP26
chr5:14174472-14174896,NM_007118,TRIO
chr5:14178655-14179133,NM_007118,TRIO
chr5:141825669-141826086,NM_001127496;NM_030964,SPRY4
chr5:14185691-14186191,NM_007118,TRIO
chr5:14186205-14186627,NM_007118,TRIO
chr5:141992944-141993173,NM_033137;NM_001144934;NM_001144935,FGF1
chr5:14204877-14205144,NM_138348,FAM105B
chr5:14208272-14208510,NM_138348,FAM105B
chr5:142105384-142105400,NM_033137,FGF1
chr5:142138072-142138365,NM_001135608;NM_015071,ARHGAP26
chr5:142174275-142174448,NM_001135608;NM_015071,ARHGAP26
chr5:142174878-142175359,NM_001135608;NM_015071,ARHGAP26
chr5:142177810-142178601,NM_001135608;NM_015071,ARHGAP26
chr5:142179291-142179440,NM_001135608;NM_015071,ARHGAP26
chr5:142182965-142183820,NM_001135608;NM_015071,ARHGAP26
chr5:142219370-142219769,NM_001135608;NM_015071,ARHGAP26
chr5:142221928-142222177,NM_001135608;NM_015071,ARHGAP26
chr5:142305329-142305654,NM_001135608;NM_015071,ARHGAP26
chr5:142305329-142305654,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142309203-142309434,NM_001135608;NM_015071,ARHGAP26
chr5:142309203-142309434,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142315332-142315934,NM_001135608;NM_015071,ARHGAP26
chr5:142315332-142315934,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142318662-142319068,NM_001135608;NM_015071,ARHGAP26
chr5:142318662-142319068,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142331900-142332061,NM_001135608;NM_015071,ARHGAP26
chr5:142331900-142332061,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142339728-142340345,NM_001135608;NM_015071,ARHGAP26
chr5:142339728-142340345,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142356404-142356953,NM_001135608;NM_015071,ARHGAP26
chr5:142356404-142356953,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142357164-142357537,NM_001135608;NM_015071,ARHGAP26
chr5:142357164-142357537,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142361615-142361922,NM_001135608;NM_015071,ARHGAP26
chr5:142361615-142361922,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142381384-142382030,NM_001135608;NM_015071,ARHGAP26
chr5:142381384-142382030,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142384131-142384662,NM_001135608;NM_015071,ARHGAP26
chr5:142384131-142384662,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142387990-142388251,NM_001135608;NM_015071,ARHGAP26
chr5:142387990-142388251,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142388287-142389194,NM_001135608;NM_015071,ARHGAP26
chr5:142388287-142389194,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142444859-142445221,NM_001135608;NM_015071,ARHGAP26
chr5:142444859-142445221,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142498766-142499032,NM_001135608;NM_015071,ARHGAP26
chr5:142498766-142499032,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142504289-142504528,NM_001135608;NM_015071,ARHGAP26
chr5:142504289-142504528,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:14251046-14251256,NM_007118,TRIO
chr5:142524956-142525203,NM_001135608;NM_015071,ARHGAP26
chr5:142524956-142525203,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142541504-142541934,NM_001135608;NM_015071,ARHGAP26
chr5:142541504-142541934,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142562980-142563339,NM_001018074;NM_001018075;NM_001018077,NR3C1
chr5:142584878-142585235,NM_001135608;NM_015071,ARHGAP26
chr5:142596602-142597132,NM_001135608;NM_015071,ARHGAP26
chr5:142596602-142597132,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142600445-142600900,NM_001135608;NM_015071,ARHGAP26
chr5:142600445-142600900,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142609232-142609364,NM_001018076;NM_001018074;NM_001018075;NM_001018077,NR3C1
chr5:142624650-142624850,NM_001135608;NM_015071,ARHGAP26
chr5:142624650-142624850,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142625760-142626024,NM_001135608;NM_015071,ARHGAP26
chr5:142625760-142626024,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142628573-142629016,NM_001135608;NM_015071,ARHGAP26
chr5:142628573-142629016,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142631598-142631871,NM_001135608;NM_015071,ARHGAP26
chr5:142631598-142631871,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142641413-142641758,NM_001135608;NM_015071,ARHGAP26
chr5:142641413-142641758,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:142642050-142642362,NM_001135608;NM_015071,ARHGAP26
chr5:142642050-142642362,NM_000176;NM_001020825;NM_001024094;NM_001204258;NM_001204259;NM_001204260;NM_001204261;NM_001204262;NM_001204263;NM_001204264;NM_001204265;NM_001018076,NR3C1
chr5:14264855-14265210,NM_007118,TRIO
