chromosome,start,end,count,gene
chr5,77589579,77591579,5,AP3B1
chr5,78364497,78366497,3,DMGDH
chr5,78364546,78366546,3,BHMT2
chr5,79614789,79616789,1,SPZ1
chr5,79702831,79704831,3,ZFYVE16
chr5,79782799,79784799,1,FAM151B
chr5,79865304,79867304,3,ANKRD34B
chr5,79949466,79951466,2,MSH3
chr5,79949800,79951800,2,DHFR
chr5,80255507,80257507,2,RASGRF2
chr5,80528138,80530138,1,CKMT2
chr5,80688988,80690988,2,ACOT12
chr5,81266843,81268843,1,ATG10
chr5,81574280,81576280,1,ATP6AP1L
chr5,82766492,82768492,1,VCAN
chr5,83015896,83017896,1,HAPLN1
chr5,83679685,83681685,2,EDIL3
chr5,85912783,85914783,1,COX7C
chr5,86707721,86709721,1,CCNH
chr5,86707850,86709850,1,CCNH
chr5,87563696,87565696,3,TMEM161B
chr5,88178283,88180283,4,MEF2C
chr5,88198922,88200922,6,MEF2C
chr5,89704603,89706603,2,CETN3
chr5,89824401,89826401,1,LYSMD3
chr5,89853616,89855616,2,ADGRV1
chr5,90678190,90680190,1,ARRDC3
chr5,92918042,92920042,2,NR2F1
chr5,93953309,93955309,4,KIAA0825
chr5,93953390,93955390,4,SLF1
chr5,94889709,94891709,3,TTC37
chr5,94889824,94891824,3,ARSK
chr5,94954781,94956781,1,GPR150
chr5,95017714,95019714,3,SPATA9
chr5,95157577,95159577,1,GLRX
chr5,95767985,95769985,2,PCSK1
chr5,96142892,96144892,1,ERAP1
chr5,96210642,96212642,2,ERAP2
chr5,96270345,96272345,3,LNPEP
chr5,96477520,96479520,2,LIX1
chr5,96518005,96520005,3,RIOK2
chr5,98103998,98105998,1,RGMB
chr5,99870008,99872008,1,FAM174A
chr5,100237989,100239989,3,ST8SIA4
chr5,101631253,101633253,3,SLCO4C1
chr5,101833720,101835720,1,SLCO6A1
chr5,102200526,102202526,1,PAM
chr5,102594057,102596057,1,C5orf30
chr5,107716799,107718799,3,FBXL17
chr5,108744675,108746675,2,PJA2
chr5,110061450,110063450,2,TMEM232
chr5,110426869,110428869,3,WDR36
chr5,110558647,110560647,1,CAMK4
chr5,110558934,110560934,1,CAMK4
chr5,111311628,111313628,2,NREP
chr5,111754013,111756013,1,EPB41L4A
chr5,112072555,112074555,1,APC
chr5,112195884,112197884,1,SRP19
chr5,112257031,112259031,1,REEP5
chr5,112311406,112313406,1,DCP2
chr5,112823527,112825527,2,MCC
chr5,112848358,112850358,1,YTHDC2
chr5,113697015,113699015,1,KCNN2
chr5,114515243,114517243,2,TRIM36
chr5,114597569,114599569,2,PGGT1B
chr5,114631458,114633458,1,CCDC112
chr5,114960876,114962876,1,TMED7-TICAM2
chr5,114960876,114962876,1,TMED7
chr5,115297150,115299150,1,LVRN
chr5,115386162,115388162,4,ARL14EPL
chr5,115419672,115421672,3,COMMD10
chr5,115420158,115422158,3,COMMD10
chr5,115909622,115911622,2,SEMA6A
chr5,118322915,118324915,1,DTWD2
chr5,118323300,118325300,1,DTWD2
chr5,118603386,118605386,2,TNFAIP8
chr5,118690514,118692514,2,TNFAIP8
chr5,118787137,118789137,1,HSD17B4
chr5,118964253,118966253,2,FAM170A
chr5,119798972,119800972,3,PRR16
chr5,121186649,121188649,1,FTMT
chr5,121296655,121298655,2,SRFBP1
chr5,122371425,122373425,1,PPIC
chr5,122758286,122760286,1,CEP120
chr5,122846792,122848792,1,CSNK1G3
chr5,125935606,125937606,1,PHAX
chr5,125966405,125968405,1,TEX43
chr5,126111314,126113314,1,LMNB1
chr5,126408184,126410184,2,C5orf63
chr5,126625455,126627455,3,MEGF10
chr5,126852300,126854300,1,PRRC1
chr5,126983712,126985712,4,CTXN3
chr5,127038080,127040080,7,CCDC192
chr5,127872735,127874735,2,FBN2
chr5,128299819,128301819,4,SLC27A6
chr5,128429441,128431441,2,ISOC1
chr5,129082883,129084883,2,MINAR2
chr5,130500041,130502041,1,HINT1
chr5,130505606,130507606,3,LYRM7
chr5,130598701,130600701,1,CDC42SE2
chr5,130969929,130971929,1,RAPGEF6
chr5,131131756,131133756,2,FNIP1
chr5,131561935,131563935,2,P4HA2
chr5,131704400,131706400,1,SLC22A5
chr5,131825465,131827465,3,IRF1
chr5,131878214,131880214,2,IL5
chr5,131891615,131893615,1,RAD50
chr5,131991215,131993215,1,IL13
chr5,131992864,131994864,1,IL13
chr5,132082136,132084136,1,CCNI2
chr5,132148015,132150015,2,SOWAHA
chr5,132200053,132202053,1,GDF9
chr5,132201318,132203318,2,UQCRQ
chr5,132201576,132203576,2,GDF9
chr5,132208357,132210357,4,LEAP2
chr5,132298354,132300354,1,AFF4
chr5,132361296,132363296,1,ZCCHC10
chr5,132386661,132388661,2,HSPA4
chr5,133303406,133305406,1,C5orf15
chr5,133511724,133513724,1,SKP1
chr5,133560950,133562950,3,PPP2CA
chr5,133701765,133703765,1,CDKL3
chr5,133705866,133707866,1,UBE2B
chr5,133746598,133748598,2,CDKN2AIPNL
chr5,133967533,133969533,1,SAR1B
chr5,133983474,133985474,1,SEC24A
chr5,134073169,134075169,1,CAMLG
chr5,134180369,134182369,2,C5orf24
chr5,134180657,134182657,3,C5orf24
chr5,134302595,134304595,1,CATSPER3
chr5,134733928,134735928,1,MACROH2A1
chr5,134734577,134736577,1,MACROH2A1
chr5,134782038,134784038,4,DCANP1
chr5,134787089,134789089,2,TIFAB
chr5,134870639,134872639,1,NEUROG1
chr5,135169364,135171364,2,SLC25A48
chr5,135265005,135267005,2,FBXL21P
chr5,135289723,135291723,2,LECT2
chr5,135527851,135529851,1,SMIM32
chr5,135700164,135702164,4,TRPC7
chr5,136834018,136836018,2,SPOCK1
chr5,137055999,137057999,1,KLHL3
chr5,137224124,137226124,3,PKD2L2
chr5,137367802,137369802,1,FAM13B
chr5,137418580,137420580,1,WNT8A
chr5,137609253,137611253,1,GFRA3
chr5,137687284,137689284,2,KDM3B
chr5,137773689,137775689,1,REEP2
chr5,137910318,137912318,2,HSPA9
chr5,138210057,138212057,2,LRRTM2
chr5,138533065,138535065,1,SIL1
chr5,138628332,138630332,2,MATR3
chr5,138676520,138678520,4,PAIP2
chr5,138677122,138679122,2,PAIP2
chr5,138718039,138720039,1,SLC23A1
chr5,138738776,138740776,1,SPATA24
chr5,138774214,138776214,1,DNAJC18
chr5,138841328,138843328,3,ECSCR
chr5,138860887,138862887,1,STING1
chr5,138861375,138863375,1,STING1
chr5,139174405,139176405,1,PSD2
chr5,139681689,139683689,4,PFDN1
chr5,139725188,139727188,1,HBEGF
chr5,139738786,139740786,1,SLC4A9
chr5,139926250,139928250,1,EIF4EBP3
chr5,140012035,140014035,4,CD14
chr5,140018011,140020011,2,TMCO6
chr5,140026370,140028370,1,NDUFA2
chr5,140026383,140028383,1,IK
chr5,140052171,140054171,3,DND1
chr5,140070010,140072010,3,HARS2
chr5,140070312,140072312,3,HARS1
chr5,140078944,140080944,2,ZMAT2
chr5,140164720,140166720,1,PCDHA1
chr5,140185658,140187658,1,PCDHA4
chr5,140200360,140202360,1,PCDHA5
chr5,140206506,140208506,2,PCDHA6
chr5,140212968,140214968,3,PCDHA7
chr5,140219906,140221906,1,PCDHA8
chr5,140226356,140228356,1,PCDHA9
chr5,140234467,140236467,3,PCDHA10
chr5,140246097,140248097,1,PCDHA11
chr5,140253886,140255886,1,PCDHA12
chr5,140260853,140262853,1,PCDHA13
chr5,140473190,140475190,1,PCDHB2
chr5,140478825,140480825,1,PCDHB3
chr5,140500331,140502331,1,PCDHB4
chr5,140513787,140515787,3,PCDHB5
chr5,140528602,140530602,1,PCDHB6
chr5,140556370,140558370,3,PCDHB8
chr5,140560264,140562264,2,PCDHB16
chr5,140565700,140567700,3,PCDHB9
chr5,140570951,140572951,2,PCDHB10
chr5,140578347,140580347,3,PCDHB11
chr5,140592490,140594490,2,PCDHB13
chr5,140682630,140684630,1,SLC25A2
chr5,140722600,140724600,2,PCDHGA3
chr5,140728827,140730827,2,PCDHGB1
chr5,140742897,140744897,2,PCDHGA5
chr5,140748830,140750830,2,PCDHGB3
chr5,140770482,140772482,1,PCDHGA8
chr5,140776694,140778694,1,PCDHGB5
chr5,140781519,140783519,1,PCDHGA9
chr5,140786769,140788769,1,PCDHGB6
chr5,140791742,140793742,3,PCDHGA10
chr5,140796259,140798259,1,PCDHGB7
chr5,140809157,140811157,1,PCDHGA12
chr5,140854568,140856568,1,PCDHGC3
chr5,140863740,140865740,1,PCDHGC4
chr5,141015423,141017423,1,HDAC3
chr5,141015516,141017516,1,RELL2
chr5,141060800,141062800,2,ARAP3
chr5,141302384,141304384,1,DELE1
chr5,141345401,141347401,2,RNF14
chr5,141347450,141349450,4,RNF14
chr5,141391620,141393620,2,GNPDA1
chr5,141487323,141489323,2,NDFIP1
chr5,142065060,142067060,1,FGF1
chr5,143190725,143192725,2,HMHB1
chr5,145251531,145253531,1,GRXCR2
chr5,145315125,145317125,5,SH3RF2
chr5,145484128,145486128,2,PLAC8L1
chr5,145561350,145563350,2,LARS1
chr5,145825872,145827872,1,TCERG1
chr5,146460033,146462033,2,PPP2R2B
chr5,146460083,146462083,2,PPP2R2B
chr5,146613578,146615578,3,STK32A
chr5,146888619,146890619,2,DPYSL3
chr5,147217794,147219794,1,SPINK1
chr5,147257273,147259273,2,SCGB3A2
chr5,147285101,147287101,1,C5orf46
chr5,147442534,147444534,2,SPINK5
chr5,147547108,147549108,2,SPINK14
chr5,147647422,147649422,2,SPINK13
chr5,147690989,147692989,2,SPINK7
chr5,147714121,147716121,2,SPINK9
chr5,148033090,148035090,2,HTR4
chr5,148205155,148207155,1,ADRB2
chr5,148441737,148443737,2,SH3TC2
chr5,148650400,148652400,1,AFAP1L1
chr5,148723976,148725976,2,GRPEL2
chr5,148736569,148738569,4,PCYOX1L
chr5,148757838,148759838,2,IL17B
chr5,148782765,148784765,3,IL17B
chr5,148930115,148932115,1,CSNK1A1
chr5,148960134,148962134,1,ARHGEF37
chr5,149339299,149341299,1,SLC26A2
chr5,149379168,149381168,1,HMGXB3
chr5,149379171,149381171,1,TIGD6
chr5,149379730,149381730,2,TIGD6
chr5,149465266,149467266,2,CSF1R
chr5,149491935,149493935,1,CSF1R
chr5,149534422,149536422,1,PDGFRB
chr5,149668403,149670403,1,CAMK2A
chr5,149736201,149738201,4,TCOF1
chr5,149791499,149793499,2,CD74
chr5,149828319,149830319,1,RPS14
chr5,149876339,149878339,1,NDST1
chr5,150019206,150021206,1,SYNPO
chr5,150079669,150081669,1,RBM22
chr5,150137657,150139657,1,DCTN4
chr5,150225084,150227084,1,IRGM
chr5,150283545,150285545,1,ZNF300
chr5,150398972,150400972,1,GPX3
chr5,150459645,150461645,1,TNIP1
chr5,150631612,150633612,1,GM2A
chr5,150726151,150728151,2,SLC36A2
chr5,150826156,150828156,2,SLC36A1
chr5,151137210,151139210,2,ATOX1
chr5,151150475,151152475,2,G3BP1
chr5,151303397,151305397,3,GLRA1
chr5,151783840,151785840,3,NMUR2
chr5,152869083,152871083,1,GRIA1
chr5,154229245,154231245,1,FAXDC2
chr5,154316776,154318776,1,GEMIN5
chr5,154319632,154321632,3,MRPL22
chr5,154392314,154394314,2,KIF4B
chr5,155752766,155754766,1,SGCD
chr5,156484252,156486252,1,HAVCR1
chr5,156485130,156487130,2,HAVCR1
chr5,156535248,156537248,2,HAVCR2
chr5,156568786,156570786,2,MED7
chr5,156568921,156570921,2,MED7
chr5,156592279,156594279,1,FAM71B
chr5,156692089,156694089,1,CYFIP2
chr5,156771729,156773729,2,FNDC9
chr5,157001831,157003831,1,ADAM19
chr5,157078428,157080428,2,SOX30
chr5,157097488,157099488,1,SOX30
chr5,157097560,157099560,1,C5orf52
chr5,157157396,157159396,1,THG1L
chr5,157285183,157287183,1,CLINT1
chr5,158525770,158527770,2,EBF1
chr5,158636061,158638061,1,RNF145
chr5,158689074,158691074,3,UBLCP1
chr5,158756481,158758481,4,IL12B
chr5,159435106,159437106,1,TTC1
chr5,159625047,159627047,1,FABP6
chr5,159738607,159740607,2,CCNJL
chr5,159826104,159828104,2,ZBED8
chr5,159845168,159847168,2,SLU7
chr5,159847813,159849813,2,PTTG1
chr5,159847916,159849916,2,PTTG1
chr5,160278219,160280219,4,ATP10B
chr5,160974130,160976130,4,GABRB2
chr5,161111657,161113657,4,GABRA6
chr5,161273196,161275196,4,GABRA1
chr5,161493647,161495647,7,GABRG2
chr5,162863576,162865576,1,CCNG1
chr5,162931533,162933533,3,MAT2B
chr5,166710842,166712842,3,TENM2
chr5,167180940,167182940,2,TENM2
chr5,167912462,167914462,1,RARS1
chr5,168005614,168007614,1,PANK3
chr5,168727133,168729133,3,SLIT3
chr5,169009637,169011637,3,SPDL1
chr5,169063250,169065250,1,DOCK2
chr5,169406761,169408761,7,INSYN2B
chr5,169531916,169533916,4,FOXI1
chr5,169658920,169660920,3,C5orf58
chr5,169723846,169725846,2,LCP2
chr5,169815681,169817681,1,KCNMB1
chr5,169930039,169932039,1,KCNIP1
chr5,170209722,170211722,3,GABRP
chr5,170287885,170289885,2,RANBP17
chr5,170735287,170737287,1,TLX3
chr5,170845666,170847666,1,FGF18
chr5,171211875,171213875,3,SMIM23
chr5,171432877,171434877,1,FBXW11
chr5,171620175,171622175,1,EFCAB9
chr5,172260222,172262222,2,ERGIC1
chr5,172570444,172572444,1,BNIP1
chr5,172661315,172663315,2,NKX2-5
chr5,173042666,173044666,1,BOD1
chr5,173415161,173417161,1,C5orf47
chr5,173471606,173473606,4,NSG2
chr5,175084039,175086039,2,HRH2
chr5,175297500,175299500,2,CPLX2
chr5,175791470,175793470,1,ARL10
chr5,175874355,175876355,1,FAF2
chr5,175968511,175970511,2,CDHR2
chr5,175975342,175977342,1,CDHR2
chr5,176056562,176058562,1,SNCB
chr5,176056682,176058682,1,EIF4E1B
chr5,176073387,176075387,1,TSPAN17
chr5,176325333,176327333,2,HK3
chr5,176512872,176514872,1,FGFR4
chr5,176777885,176779885,2,LMAN2
chr5,176810431,176812431,2,SLC34A1
chr5,176835577,176837577,3,F12
chr5,176852686,176854686,1,GRK6
chr5,176872795,176874795,1,PRR7
chr5,176923606,176925606,1,PDLIM7
chr5,176980586,176982586,1,FAM193B
chr5,177018148,177020148,1,TMED9
chr5,177539555,177541555,3,N4BP3
chr5,177579961,177581961,2,NHP2
chr5,178156703,178158703,2,ZNF354A
chr5,178367191,178369191,1,ZNF454
chr5,178421124,178423124,5,GRM6
chr5,178486415,178488415,3,ZNF354C
chr5,178771431,178773431,1,ADAMTS2
chr5,179049711,179051711,2,HNRNPH1
chr5,179049722,179051722,2,HNRNPH1
chr5,179071047,179073047,1,C5orf60
chr5,179106975,179108975,1,CBY3
chr5,179124929,179126929,1,CANX
chr5,179158850,179160850,1,MAML1
chr5,179219985,179221985,1,LTC4S
chr5,179333856,179335856,1,TBC1D9B
chr5,179779387,179781387,1,GFPT2
chr5,180017487,180019487,2,SCGB3A1
chr5,180075624,180077624,1,FLT4
chr5,180235817,180237817,1,MGAT1
chr5,180325076,180327076,1,BTNL8
chr5,180466224,180468224,3,BTNL9
chr5,180551304,180553304,1,OR2V1
chr5,180580942,180582942,2,OR2V2
chr5,180631293,180633293,1,TRIM7
chr5,180669906,180671906,1,RACK1
chr5,180687119,180689119,2,TRIM52
chr6,291056,293056,6,DUSP22
chr6,390738,392738,3,IRF4
chr6,1311674,1313674,1,FOXQ1
chr6,2175225,2177225,1,GMDS
chr6,2841283,2843283,1,SERPINB1
chr6,2971399,2973399,1,SERPINB6
chr6,2999049,3001049,1,NQO2
chr6,3117609,3119609,3,BPHL
chr6,3226968,3228968,2,TUBB2B
chr6,3444247,3446247,3,SLC22A23
chr6,3751246,3753246,1,PXDC1
chr6,3848599,3850599,1,FAM50B
chr6,4020568,4022568,1,PRPF4B
chr6,4078439,4080439,2,C6orf201
chr6,4078457,4080457,2,FAM217A
chr6,4775679,4777679,1,CDYL
chr6,4835331,4837331,2,CDYL
chr6,5003297,5005297,2,RPP40
chr6,5260250,5262250,1,FARS2
chr6,5260558,5262558,1,FARS2
chr6,6319924,6321924,3,F13A1
chr6,6587933,6589933,3,LY86
chr6,7312547,7314547,1,SSR1
chr6,7540807,7542807,1,DSP
chr6,7909310,7911310,3,TXNDC5
chr6,7910047,7912047,2,TXNDC5
chr6,8101828,8103828,2,EEF1E1
chr6,10694187,10696187,1,PAK1IP1
chr6,10722147,10724147,2,TMEM14C
chr6,10830110,10832110,2,MAK
chr6,10837788,10839788,1,MAK
chr6,10881098,10883098,1,GCM2
chr6,10886063,10888063,1,SYCP2L
chr6,11093265,11095265,2,SMIM13
chr6,11111071,11113071,1,ERVFRD-1
chr6,11231915,11233915,2,NEDD9
chr6,11381581,11383581,2,NEDD9
chr6,11537459,11539459,3,TMEM170B
chr6,11778280,11780280,1,ADTRP
chr6,12011723,12013723,1,HIVEP1
chr6,12289528,12291528,3,EDN1
chr6,13327815,13329815,3,TBC1D7
chr6,13573760,13575760,4,SIRT5
chr6,13813792,13815792,6,MCUR1
chr6,13924097,13926097,1,RNF182
chr6,14116864,14118864,5,CD83
chr6,15245205,15247205,3,JARID2
chr6,15248085,15250085,2,JARID2
chr6,15662289,15664289,1,DTNBP1
chr6,16128316,16130316,1,MYLIP
chr6,17101488,17103488,1,STMND1
chr6,17281931,17283931,1,RBM24
chr6,18121851,18123851,2,NHLRC1
chr6,18263799,18265799,2,DEK
chr6,18386580,18388580,1,RNF144B
chr6,20211695,20213695,1,MBOAT1
chr6,20402909,20404909,1,E2F3
chr6,20533687,20535687,2,CDKAL1
chr6,21592971,21594971,1,SOX4
chr6,22296730,22298730,6,PRL
chr6,22568677,22570677,1,HDGFL1
chr6,24125413,24127413,1,NRSN1
chr6,24382520,24384520,3,DCDC2
chr6,24402135,24404135,1,MRS2
chr6,24488850,24490850,5,GPLD1
chr6,24645383,24647383,2,KIAA0319
chr6,24718403,24720403,2,C6orf62
chr6,24774158,24776158,1,GMNN
chr6,24935294,24937294,2,RIPOR2
chr6,25651428,25653428,2,SCGN
chr6,25725790,25727790,1,H2AC1
chr6,25753926,25755926,1,SLC17A4
chr6,25831287,25833287,3,SLC17A1
chr6,25873471,25875471,1,SLC17A3
chr6,25961916,25963916,2,TRIM38
chr6,26017040,26019040,1,H1-1
chr6,26019717,26021717,1,H3C1
chr6,26020906,26022906,1,H4C1
chr6,26026480,26028480,2,H4C2
chr6,26042885,26044885,3,H2BC3
chr6,26044638,26046638,1,H3C3
chr6,26103175,26105175,2,H4C3
chr6,26123132,26125132,3,H2BC4
chr6,26123372,26125372,3,H2AC6
chr6,26155558,26157558,1,H1-4
chr6,26157348,26159348,4,H2BC5
chr6,26188304,26190304,4,H4C4
chr6,26198521,26200521,2,H2AC7
chr6,26198521,26200521,2,H3C4
chr6,26198786,26200786,2,H2BC7
chr6,26203872,26205872,1,H4C5
chr6,26215872,26217872,2,H2BC8
chr6,26234216,26236216,1,H1-3
chr6,26239653,26241653,2,H4C6
chr6,26246205,26248205,1,H4C7
chr6,26249835,26251835,1,H3C7
chr6,26250878,26252878,4,H2BC9
chr6,26270612,26272612,1,H3C8
chr6,26272203,26274203,2,H2BC10
chr6,26284727,26286727,3,H4C8
chr6,26367405,26369405,3,BTN3A2
chr6,26457131,26459131,1,BTN2A1
chr6,26500494,26502494,2,BTN1A1
chr6,26537571,26539571,4,HMGN4
chr6,26596170,26598170,2,ABT1
chr6,27099575,27101575,6,H2BC11
chr6,27099816,27101816,8,H2AC11
chr6,27106087,27108087,2,H4C9
chr6,27113637,27115637,2,H2BC12
chr6,27113860,27115860,2,H2AC12
chr6,27214501,27216501,1,PRSS16
chr6,27279011,27281011,1,POM121L2
chr6,27774709,27776709,1,H2BC13
chr6,27774976,27776976,2,H2AC13
chr6,27776841,27778841,7,H3C10
chr6,27781518,27783518,1,H2AC14
chr6,27781821,27783821,2,H2BC14
chr6,27790902,27792902,4,H4C11
chr6,27798305,27800305,4,H4C12
chr6,27805117,27807117,1,H2AC15
chr6,27805439,27807439,2,H2BC15
chr6,27832106,27834106,1,H2AC16
chr6,27834359,27836359,2,H1-5
chr6,27839099,27841099,4,H3C11
chr6,27840289,27842289,6,H4C13
chr6,27857570,27859570,1,H3C12
chr6,27859963,27861963,2,H2AC17
chr6,27860202,27862202,1,H2BC17
chr6,27879174,27881174,2,OR2B2
chr6,28040093,28042093,1,OR1F12
chr6,28091333,28093333,2,ZSCAN16
chr6,28192028,28194028,4,ZSCAN9
chr6,28219074,28221074,2,ZKSCAN4
chr6,28226030,28228030,1,ZKSCAN4
chr6,28226074,28228074,1,NKAPL
chr6,28233787,28235787,1,ZSCAN26
chr6,28248313,28250313,1,PGBD1
chr6,28303152,28305152,3,ZSCAN31
chr6,28323048,28325048,1,ZSCAN31
chr6,28366544,28368544,2,ZSCAN12
chr6,28410279,28412279,4,ZSCAN23
chr6,28482570,28484570,1,GPX6
chr6,28492788,28494788,4,GPX5
chr6,28582954,28584954,4,ZBED9
chr6,28890768,28892768,2,TRIM27
chr6,28970842,28972842,1,ZNF311
chr6,29011952,29013952,2,OR2W1
chr6,29054090,29056090,3,OR2B3
chr6,29067619,29069619,1,OR2J1
chr6,29078586,29080586,1,OR2J3
chr6,29273466,29275466,1,OR14J1
chr6,29323054,29325054,2,OR5V1
chr6,29363415,29365415,1,OR12D2
chr6,29383841,29385841,1,OR12D1
chr6,29394509,29396509,2,OR11A1
chr6,29423931,29425931,3,OR2H1
chr6,29526702,29528702,2,UBD
chr6,29599912,29601912,2,GABBR1
chr6,29623757,29625757,2,MOG
chr6,29643931,29645931,3,ZFP57
chr6,29793755,29795755,4,HLA-G
chr6,30028016,30030016,2,ZNRD1
chr6,30042626,30044626,1,RNF39
chr6,30042628,30044628,1,RNF39
chr6,30079883,30081883,1,TRIM31
chr6,30102884,30104884,1,TRIM40
chr6,30180271,30182271,1,TRIM26
chr6,30296087,30298087,2,TRIM39-RPP21
chr6,30311905,30313905,1,RPP21
chr6,30456182,30458182,3,HLA-E
chr6,30524371,30526371,2,GNL1
chr6,30538169,30540169,3,ABCF1
chr6,30584084,30586084,2,PPP1R10
chr6,30584485,30586485,1,MRPS18B
chr6,30593618,30595618,1,ATAT1
chr6,30593662,30595662,1,ATAT1
chr6,30654093,30656093,3,PPP1R18
chr6,30654672,30656672,3,PPP1R18
chr6,30684458,30686458,1,MDC1
chr6,30686977,30688977,1,TUBB
chr6,30688325,30690325,1,TUBB
chr6,30711327,30713327,4,IER3
chr6,30898952,30900952,2,SFTA2
chr6,30907776,30909776,2,MUCL3
chr6,30950484,30952484,2,MUC21
chr6,30972728,30974728,5,MUC22
chr6,31081607,31083607,2,PSORS1C1
chr6,31137470,31139470,1,POU5F1
chr6,31238913,31240913,2,HLA-C
chr6,31324022,31326022,1,HLA-B
chr6,31370343,31372343,1,MICA
chr6,31461657,31463657,1,MICB
chr6,31495738,31497738,2,MCCD1
chr6,31542343,31544343,1,TNF
chr6,31549202,31551202,2,LTB
chr6,31559762,31561762,2,NCR3
chr6,31581985,31583985,2,AIF1
chr6,31622670,31624670,5,APOM
chr6,31627549,31629549,1,C6orf47
chr6,31632656,31634656,1,CSNK2B
chr6,31633060,31635060,2,GPANK1
chr6,31647150,31649150,1,LY6G5C
chr6,31669850,31671850,1,ABHD16A
chr6,31673639,31675639,1,LY6G6F
chr6,31673645,31675645,1,LY6G6F-LY6G6D
chr6,31682132,31684132,1,LY6G6D
chr6,31688511,31690511,1,LY6G6C
chr6,31690120,31692120,1,MPIG6B
chr6,31703341,31705341,2,CLIC1
chr6,31704095,31706095,2,CLIC1
chr6,31744108,31746108,1,VWA7
chr6,31773761,31775761,2,LSM2
chr6,31794511,31796511,1,HSPA1B
chr6,31845823,31847823,2,SLC44A4
chr6,31864484,31866484,1,EHMT2
chr6,31868769,31870769,1,ZBTB12
chr6,31938645,31940645,1,STK19
chr6,31972358,31974358,1,CYP21A2
chr6,32095017,32097017,2,ATF6B
chr6,32097067,32099067,3,FKBPL
chr6,32131381,32133381,1,EGFL8
chr6,32142916,32144916,1,AGPAT1
chr6,32145161,32147161,1,RNF5
chr6,32151099,32153099,1,AGER
chr6,32338689,32340689,2,TSBP1
chr6,32406618,32408618,2,HLA-DRA
chr6,32497006,32499006,7,HLA-DRB5
chr6,32556613,32558613,2,HLA-DRB1
chr6,32604182,32606182,1,HLA-DQA1
chr6,32633466,32635466,1,HLA-DQB1
chr6,32708162,32710162,3,HLA-DQA2
chr6,32730330,32732330,1,HLA-DQB2
chr6,32783825,32785825,1,HLA-DOB
chr6,32805547,32807547,1,TAP2
chr6,32907847,32909847,4,HLA-DMB
chr6,32919899,32921899,2,HLA-DMA
chr6,32976389,32978389,1,HLA-DOA
chr6,33040454,33042454,1,HLA-DPA1
chr6,33042702,33044702,2,HLA-DPB1
chr6,33159245,33161245,1,COL11A2
chr6,33167473,33169473,1,RXRB
chr6,33167602,33169602,1,SLC39A7
chr6,33171413,33173413,1,HSD17B8
chr6,33175285,33177285,1,RING1
chr6,33238742,33240742,1,VPS52
chr6,33238851,33240851,1,RPS18
chr6,33284719,33286719,3,ZBTB22
chr6,33358312,33360312,1,KIFC1
chr6,33377772,33379772,1,PHF1
chr6,33385065,33387065,1,CUTA
chr6,33386846,33388846,1,SYNGAP1
chr6,33678528,33680528,1,UQCC2
chr6,33713762,33715762,3,IP6K3
chr6,33755906,33757906,1,LEMD2
chr6,33770793,33772793,2,MLN
chr6,34359457,34361457,3,NUDT3
chr6,34392902,34394902,3,RPS10-NUDT3
chr6,34392902,34394902,3,RPS10
chr6,34481648,34483648,3,PACSIN1
chr6,34523110,34525110,1,SPDEF
chr6,34723870,34725870,1,SNRPC
chr6,34758793,34760793,2,UHRF1BP1
chr6,34854848,34856848,1,TAF11
chr6,34856037,34858037,1,ANKS1A
chr6,35108187,35110187,2,TCP11
chr6,35226490,35228490,1,ZNF76
chr6,35419137,35421137,2,FANCE
chr6,35435177,35437177,1,RPL10A
chr6,35479679,35481679,4,TULP1
chr6,35703808,35705808,4,ARMC12
chr6,35743370,35745370,1,CLPSL2
chr6,35772070,35774070,1,LHFPL5
chr6,35994453,35996453,1,MAPK14
chr6,36163549,36165549,1,BRPF3
chr6,36209944,36211944,3,PNPLA1
chr6,36303662,36305662,4,BNIP5
chr6,36354577,36356577,2,ETV7
chr6,36409543,36411543,1,KCTD20
chr6,36409666,36411666,1,PXT1
chr6,36561089,36563089,4,SRSF3
chr6,36643266,36645266,2,CDKN1A
chr6,36664627,36666627,2,RAB44
chr6,36806220,36808220,2,CPNE5
chr6,36852639,36854639,1,C6orf89
chr6,36915038,36917038,1,PI16
chr6,36921208,36923208,1,PI16
chr6,36953327,36955327,1,MTCH1
chr6,36972422,36974422,3,FGD2
chr6,37224413,37226413,1,TMEM217
chr6,37224479,37226479,1,TBC1D22B
chr6,37224931,37226931,1,TMEM217
chr6,37399906,37401906,1,CMTR1
chr6,37786306,37788306,1,ZFAND3
chr6,38606924,38608924,4,BTBD9
chr6,38669952,38671952,2,GLO1
chr6,38682116,38684116,1,DNAH8
chr6,39081962,39083962,2,SAYSD1
chr6,39289330,39291330,2,KCNK16
chr6,39692199,39694199,1,KIF6
chr6,39894455,39896455,1,MOCS1
chr6,39901290,39903290,4,MOCS1
chr6,41005938,41007938,3,UNC5CL
chr6,41009236,41011236,1,TSPO2
chr6,41019939,41021939,1,APOBEC2
chr6,41039353,41041353,2,OARD1
chr6,41039706,41041706,2,NFYA
chr6,41064526,41066526,1,OARD1
chr6,41129924,41131924,2,TREM2
chr6,41167925,41169925,1,TREML2
chr6,41253483,41255483,2,TREM1
chr6,41302527,41304527,1,NCR2
chr6,41603914,41605914,1,MDFI
chr6,41714139,41716139,2,PGC
chr6,41838375,41840375,4,USP49
chr6,41862099,41864099,1,USP49
