chromosome,start,end,count,length
chr8,141467678,141469678,3,2001
chr8,141520396,141522396,0,2001
chr8,141644645,141646645,0,2001
chr8,142010412,142012412,0,2001
chr8,142137710,142139710,1,2001
chr8,142237673,142239673,1,2001
chr8,142263728,142265728,1,2001
chr8,142376365,142378365,3,2001
chr8,142430487,142432487,2,2001
chr8,142516330,142518330,1,2001
chr8,143483610,143485610,2,2001
chr8,143544376,143546376,2,2001
chr8,143694833,143696833,0,2001
chr8,143750412,143752412,1,2001
chr8,143760873,143762873,1,2001
chr8,143780528,143782528,1,2001
chr8,143807620,143809620,1,2001
chr8,143822829,143824829,0,2001
chr8,143832952,143834952,1,2001
chr8,143850246,143852246,0,2001
chr8,143857438,143859438,1,2001
chr8,143858264,143860264,1,2001
chr8,143867008,143869008,0,2001
chr8,143915216,143917216,0,2001
chr8,143960236,143962236,1,2001
chr8,143998259,144000259,1,2001
chr8,144098901,144100901,0,2001
chr8,144119625,144121625,1,2001
chr8,144241053,144243053,2,2001
chr8,144294067,144296067,0,2001
chr8,144327990,144329990,1,2001
chr8,144328097,144330097,1,2001
chr8,144348606,144350606,1,2001
chr8,144372558,144374558,1,2001
chr8,144416061,144418061,0,2001
chr8,144441147,144443147,0,2001
chr8,144450024,144452024,3,2001
chr8,144511602,144513602,0,2001
chr8,144622620,144624620,0,2001
chr8,144634556,144636556,1,2001
chr8,144639476,144641476,0,2001
chr8,144653928,144655928,2,2001
chr8,144659521,144661521,2,2001
chr8,144678845,144680845,0,2001
chr8,144679073,144681073,0,2001
chr8,144690784,144692784,0,2001
chr8,144698649,144700649,0,2001
chr8,144698732,144700732,0,2001
chr8,144717331,144719331,1,2001
chr8,144730953,144732953,1,2001
chr8,144765621,144767621,0,2001
chr8,144789279,144791279,2,2001
chr8,144797506,144799506,1,2001
chr8,144814914,144816914,0,2001
chr8,144896549,144898549,0,2001
chr8,144910279,144912279,1,2001
chr8,144910556,144912556,1,2001
chr8,144922146,144924146,0,2001
chr8,144951632,144953632,1,2001
chr8,145049913,145051913,1,2001
chr8,145059639,145061639,1,2001
chr8,145063225,145065225,0,2001
chr8,145085581,145087581,2,2001
chr8,145114606,145116606,3,2001
chr8,145132521,145134521,1,2001
chr8,145136523,145138523,1,2001
chr8,145148937,145150937,0,2001
chr8,145158140,145160140,0,2001
chr8,145158304,145160304,0,2001
chr8,145161594,145163594,1,2001
chr8,145191671,145193671,0,2001
chr8,145201918,145203918,0,2001
chr8,145320460,145322460,0,2001
chr8,145436879,145438879,0,2001
chr8,145489546,145491546,0,2001
chr8,145514120,145516120,0,2001
chr8,145514250,145516250,0,2001
chr8,145549582,145551582,3,2001
chr8,145558943,145560943,0,2001
chr8,145577591,145579591,0,2001
chr8,145581183,145583183,0,2001
chr8,145581240,145583240,0,2001
chr8,145581275,145583275,0,2001
chr8,145596703,145598703,1,2001
chr8,145633733,145635733,1,2001
chr8,145637975,145639975,0,2001
chr8,145652946,145654946,1,2001
chr8,145668812,145670812,0,2001
chr8,145689849,145691849,0,2001
chr8,145690031,145692031,0,2001
chr8,145690719,145692719,0,2001
chr8,145700718,145702718,1,2001
chr8,145702364,145704364,0,2001
chr8,145728464,145730464,0,2001
chr8,145733418,145735418,2,2001
chr8,145742210,145744210,0,2001
chr8,145742348,145744348,0,2001
chr8,145751416,145753416,0,2001
chr8,145753458,145755458,0,2001
chr8,145837888,145839888,0,2001
chr8,145979970,145981970,0,2001
chr8,146011730,146013730,0,2001
chr8,146016831,146018831,0,2001
chr8,146023260,146025260,0,2001
chr8,146051902,146053902,0,2001
chr8,146077452,146079452,0,2001
chr8,146077963,146079963,0,2001
chr8,146125846,146127846,0,2001
chr8,146175274,146177274,3,2001
chr8,146276823,146278823,2,2001
chr9,28739,30739,0,2001
chr9,117417,119417,1,2001
chr9,178075,180075,0,2001
chr9,213864,215864,0,2001
chr9,272047,274047,4,2001
chr9,469290,471290,2,2001
chr9,503554,505554,3,2001
chr9,840689,842689,0,2001
chr9,975967,977967,1,2001
chr9,1049345,1051345,2,2001
chr9,1049353,1051353,2,2001
chr9,2014218,2016218,1,2001
chr9,2020944,2022944,1,2001
chr9,2620773,2622773,2,2001
chr9,2716525,2718525,1,2001
chr9,2843130,2845130,3,2001
chr9,3394596,3396596,1,2001
chr9,3525001,3527001,0,2001
chr9,4151183,4153183,1,2001
chr9,4299035,4301035,1,2001
chr9,4489426,4491426,0,2001
chr9,4661293,4663293,1,2001
chr9,4665674,4667674,0,2001
chr9,4678552,4680552,1,2001
chr9,4740309,4742309,0,2001
chr9,4791833,4793833,0,2001
chr9,4984085,4986085,1,2001
chr9,5184618,5186618,1,2001
chr9,5230418,5232418,0,2001
chr9,5303228,5305228,1,2001
chr9,5303611,5305611,3,2001
chr9,5338873,5340873,3,2001
chr9,5436937,5438937,0,2001
chr9,5449502,5451502,1,2001
chr9,5509544,5511544,0,2001
chr9,5628118,5630118,1,2001
chr9,5832081,5834081,2,2001
chr9,5889908,5891908,2,2001
chr9,6007003,6009003,0,2001
chr9,6014640,6016640,1,2001
chr9,6214785,6216785,2,2001
chr9,6327348,6329348,0,2001
chr9,6412150,6414150,1,2001
chr9,6644692,6646692,2,2001
chr9,6756349,6758349,0,2001
chr9,7798806,7800806,2,2001
chr9,8732946,8734946,0,2001
chr9,12692385,12694385,0,2001
chr9,12774011,12776011,3,2001
chr9,13278563,13280563,0,2001
chr9,14313045,14315045,0,2001
chr9,14692544,14694544,1,2001
chr9,14721715,14723715,1,2001
chr9,14778531,14780531,2,2001
chr9,14909993,14911993,3,2001
chr9,15306358,15308358,0,2001
chr9,15421781,15423781,3,2001
chr9,15510017,15512017,0,2001
chr9,15552004,15554004,0,2001
chr9,16252105,16254105,1,2001
chr9,16869786,16871786,1,2001
chr9,17133988,17135988,1,2001
chr9,17577951,17579951,3,2001
chr9,18473078,18475078,2,2001
chr9,19032256,19034256,2,2001
chr9,19048352,19050352,0,2001
chr9,19048371,19050371,0,2001
chr9,19101940,19103940,0,2001
chr9,19126604,19128604,1,2001
chr9,19229487,19231487,0,2001
chr9,19229762,19231762,0,2001
chr9,19379235,19381235,2,2001
chr9,19407924,19409924,1,2001
chr9,19786017,19788017,1,2001
chr9,20620986,20622986,0,2001
chr9,20621542,20623542,1,2001
chr9,20657307,20659307,1,2001
chr9,21030674,21032674,2,2001
chr9,21076962,21078962,1,2001
chr9,21140900,21142900,3,2001
chr9,21165659,21167659,1,2001
chr9,21186598,21188598,2,2001
chr9,21201204,21203204,2,2001
chr9,21206142,21208142,0,2001
chr9,21216310,21218310,0,2001
chr9,21227221,21229221,3,2001
chr9,21238978,21240978,1,2001
chr9,21304312,21306312,3,2001
chr9,21334431,21336431,0,2001
chr9,21349886,21351886,3,2001
chr9,21367075,21369075,2,2001
chr9,21384396,21386396,0,2001
chr9,21408145,21410145,1,2001
chr9,21439452,21441452,4,2001
chr9,21481312,21483312,2,2001
chr9,21801634,21803634,1,2001
chr9,21974132,21976132,2,2001
chr9,22008312,22010312,1,2001
chr9,22445839,22447839,2,2001
chr9,23820843,23822843,0,2001
chr9,23825304,23827304,3,2001
chr9,24544674,24546674,3,2001
chr9,25677856,25679856,4,2001
chr9,26891826,26893826,3,2001
chr9,26946297,26948297,2,2001
chr9,26946468,26948468,2,2001
chr9,26955342,26957342,0,2001
chr9,27004691,27006691,0,2001
chr9,27108138,27110138,1,2001
chr9,27296137,27298137,2,2001
chr9,27523311,27525311,0,2001
chr9,27528850,27530850,0,2001
chr9,27572491,27574491,0,2001
chr9,27572864,27574864,0,2001
chr9,28718303,28720303,8,2001
chr9,29212965,29214965,4,2001
chr9,32383600,32385600,0,2001
chr9,32525322,32527322,1,2001
chr9,32550141,32552141,1,2001
chr9,32551626,32553626,0,2001
chr9,32572182,32574182,1,2001
chr9,32634667,32636667,1,2001
chr9,32782496,32784496,0,2001
chr9,33000639,33002639,3,2001
chr9,33024200,33026200,1,2001
chr9,33075714,33077714,0,2001
chr9,33166356,33168356,0,2001
chr9,33239161,33241161,2,2001
chr9,33263759,33265759,0,2001
chr9,33263876,33265876,0,2001
chr9,33289414,33291414,4,2001
chr9,33401680,33403680,3,2001
chr9,33446631,33448631,0,2001
chr9,33472941,33474941,0,2001
chr9,33523410,33525410,2,2001
chr9,33749463,33751463,1,2001
chr9,33794558,33796558,1,2001
chr9,33816181,33818181,0,2001
chr9,33933362,33935362,1,2001
chr9,34047947,34049947,1,2001
chr9,34125771,34127771,0,2001
chr9,34178002,34180002,2,2001
chr9,34328247,34330247,2,2001
chr9,34328503,34330503,2,2001
chr9,34375894,34377894,0,2001
chr9,34380598,34382598,0,2001
chr9,34457568,34459568,0,2001
chr9,34457749,34459749,0,2001
chr9,34522037,34524037,2,2001
chr9,34589138,34591138,0,2001
chr9,34611110,34613110,0,2001
chr9,34619520,34621520,0,2001
chr9,34627011,34629011,1,2001
chr9,34636823,34638823,2,2001
chr9,34645585,34647585,3,2001
chr9,34651181,34653181,1,2001
chr9,34661689,34663689,1,2001
chr9,34690274,34692274,1,2001
chr9,34709164,34711164,1,2001
chr9,34728535,34730535,0,2001
chr9,34894775,34896775,4,2001
chr9,34956483,34958483,1,2001
chr9,34988637,34990637,0,2001
chr9,35041204,35043204,1,2001
chr9,35071665,35073665,0,2001
chr9,35071739,35073739,0,2001
chr9,35079013,35081013,0,2001
chr9,35095546,35097546,0,2001
chr9,35102192,35104192,1,2001
chr9,35110371,35112371,2,2001
chr9,35114908,35116908,0,2001
chr9,35160965,35162965,2,2001
chr9,35160988,35162988,2,2001
chr9,35537628,35539628,2,2001
chr9,35562896,35564896,0,2001
chr9,35604280,35606280,2,2001
chr9,35617424,35619424,0,2001
chr9,35649947,35651947,0,2001
chr9,35657286,35659286,6,2001
chr9,35664278,35666278,0,2001
chr9,35672914,35674914,0,2001
chr9,35689053,35691053,0,2001
chr9,35731316,35733316,1,2001
chr9,35731392,35733392,1,2001
chr9,35748225,35750225,1,2001
chr9,35748233,35750233,1,2001
chr9,35748276,35750276,1,2001
chr9,35753274,35755274,2,2001
chr9,35791405,35793405,1,2001
chr9,35811259,35813259,0,2001
chr9,35814042,35816042,1,2001
chr9,35827744,35829744,0,2001
chr9,35828221,35830221,1,2001
chr9,35869398,35871398,0,2001
chr9,35905188,35907188,1,2001
chr9,35908479,35910479,0,2001
chr9,35957151,35959151,1,2001
chr9,36035909,36037909,2,2001
chr9,36135532,36137532,2,2001
chr9,36168388,36170388,1,2001
chr9,36189852,36191852,2,2001
chr9,36257496,36259496,1,2001
chr9,36276053,36278053,0,2001
chr9,36399296,36401296,1,2001
chr9,36571858,36573858,0,2001
chr9,37033476,37035476,1,2001
chr9,37119468,37121468,1,2001
chr9,37421706,37423706,1,2001
chr9,37464407,37466407,0,2001
chr9,37484931,37486931,2,2001
chr9,37575250,37577250,1,2001
chr9,37591636,37593636,2,2001
chr9,37650051,37652051,0,2001
chr9,37752799,37754799,1,2001
chr9,37784089,37786089,0,2001
chr9,37799550,37801550,0,2001
chr9,37799782,37801782,0,2001
chr9,37903350,37905350,0,2001
chr9,38068210,38070210,0,2001
chr9,38391660,38393660,0,2001
chr9,38423444,38425444,2,2001
chr9,38619657,38621657,1,2001
chr9,39287300,39289300,0,2001
chr9,39354665,39356665,0,2001
chr9,39883941,39885941,0,2001
chr9,40699290,40701290,0,2001
chr9,40791116,40793116,0,2001
chr9,41326364,41328364,0,2001
chr9,41499678,41501678,0,2001
chr9,42367302,42369302,0,2001
chr9,42367336,42369336,0,2001
chr9,42717065,42719065,0,2001
chr9,43132510,43134510,0,2001
chr9,43132544,43134544,0,2001
chr9,43629730,43631730,1,2001
chr9,43683884,43685884,0,2001
chr9,65508610,65510610,0,2001
chr9,67925760,67927760,0,2001
chr9,67925794,67927794,0,2001
chr9,69201204,69203204,0,2001
chr9,69261593,69263593,0,2001
chr9,69380980,69382980,1,2001
chr9,70177815,70179815,0,2001
chr9,70427899,70429899,0,2001
chr9,70489211,70491211,0,2001
chr9,70855860,70857860,2,2001
chr9,70916782,70918782,0,2001
chr9,70970814,70972814,0,2001
chr9,71154783,71156783,2,2001
chr9,71319329,71321329,0,2001
chr9,71393921,71395921,2,2001
chr9,71628039,71630039,1,2001
chr9,71649478,71651478,2,2001
chr9,71735179,71737179,0,2001
chr9,71787970,71789970,0,2001
chr9,71938487,71940487,1,2001
chr9,71943240,71945240,1,2001
chr9,72286275,72288275,0,2001
chr9,72373876,72375876,1,2001
chr9,72434720,72436720,2,2001
chr9,72657496,72659496,2,2001
chr9,72872877,72874877,0,2001
chr9,73028573,73030573,0,2001
chr9,73482974,73484974,0,2001
chr9,74382800,74384800,2,2001
chr9,74525161,74527161,0,2001
chr9,74525422,74527422,0,2001
chr9,74674521,74676521,2,2001
chr9,74763266,74765266,5,2001
chr9,74979163,74981163,0,2001
chr9,75135716,75137716,2,2001
chr9,75567233,75569233,0,2001
chr9,75765646,75767646,1,2001
chr9,77501636,77503636,1,2001
chr9,77502010,77504010,1,2001
chr9,77566802,77568802,1,2001
chr9,77641067,77643067,0,2001
chr9,77642346,77644346,2,2001
chr9,77702133,77704133,2,2001
chr9,77702397,77704397,1,2001
chr9,78504559,78506559,3,2001
chr9,79008444,79010444,1,2001
chr9,79055581,79057581,0,2001
chr9,79073067,79075067,0,2001
chr9,79520003,79522003,4,2001
chr9,79633570,79635570,1,2001
chr9,79791360,79793360,0,2001
chr9,80262232,80264232,0,2001
chr9,80645365,80647365,0,2001
chr9,80849977,80851977,2,2001
chr9,80910990,80912990,0,2001
chr9,82185687,82187687,1,2001
chr9,84303450,84305450,0,2001
chr9,84542342,84544342,0,2001
chr9,84557414,84559414,0,2001
chr9,84602686,84604686,1,2001
chr9,85677043,85679043,1,2001
chr9,86152348,86154348,0,2001
chr9,86236963,86238963,4,2001
chr9,86322168,86324168,0,2001
chr9,86431752,86433752,1,2001
chr9,86535459,86537459,0,2001
chr9,86570657,86572657,2,2001
chr9,86570901,86572901,2,2001
chr9,86594186,86596186,1,2001
chr9,86594636,86596636,1,2001
chr9,86954694,86956694,4,2001
chr9,86982413,86984413,1,2001
chr9,87283594,87285594,2,2001
chr9,88355944,88357944,0,2001
chr9,88555056,88557056,2,2001
chr9,88713510,88715510,0,2001
chr9,88714116,88716116,0,2001
chr9,88873572,88875572,0,2001
chr9,88896490,88898490,0,2001
chr9,88968402,88970402,5,2001
chr9,89561104,89563104,0,2001
chr9,90111595,90113595,2,2001
chr9,90112449,90114449,1,2001
chr9,90339973,90341973,1,2001
chr9,90496771,90498771,1,2001
chr9,90531876,90533876,0,2001
chr9,90588695,90590695,0,2001
chr9,90748900,90750900,0,2001
chr9,91002296,91004296,0,2001
chr9,91149015,91151015,0,2001
chr9,91604777,91606777,1,2001
chr9,91605323,91607323,0,2001
chr9,91792682,91794682,1,2001
chr9,91925109,91927109,2,2001
chr9,91932387,91934387,3,2001
chr9,92093611,92095611,0,2001
chr9,92218926,92220926,2,2001
chr9,93404387,93406387,1,2001
chr9,93562961,93564961,1,2001
chr9,94123251,94125251,0,2001
chr9,94185144,94187144,0,2001
chr9,94185908,94187908,0,2001
chr9,94711444,94713444,1,2001
chr9,94876756,94878756,0,2001
chr9,94952438,94954438,2,2001
chr9,95055038,95057038,3,2001
chr9,95086749,95088749,2,2001
chr9,95086876,95088876,2,2001
chr9,95165981,95167981,0,2001
chr9,95185836,95187836,1,2001
chr9,95243844,95245844,2,2001
chr9,95297374,95299374,0,2001
chr9,95431547,95433547,1,2001
chr9,95526083,95528083,2,2001
chr9,95639320,95641320,1,2001
chr9,95708600,95710600,0,2001
chr9,95735717,95737717,0,2001
chr9,95819969,95821969,1,2001
chr9,95857404,95859404,0,2001
chr9,95895570,95897570,2,2001
chr9,95946211,95948211,0,2001
chr9,96107696,96109696,2,2001
chr9,96212893,96214893,0,2001
chr9,96212977,96214977,0,2001
chr9,96337908,96339908,2,2001
chr9,96716608,96718608,1,2001
chr9,96845710,96847710,0,2001
chr9,97020547,97022547,0,2001
chr9,97089926,97091926,1,2001
chr9,97135832,97137832,0,2001
chr9,97355114,97357114,1,2001
chr9,97400923,97402923,0,2001
chr9,97487950,97489950,1,2001
chr9,97520930,97522930,0,2001
chr9,98078991,98080991,0,2001
chr9,98269831,98271831,0,2001
chr9,98636899,98638899,1,2001
chr9,99063434,99065434,0,2001
chr9,99144992,99146992,3,2001
chr9,99179669,99181669,1,2001
chr9,99211436,99213436,1,2001
chr9,99328258,99330258,1,2001
chr9,99381112,99383112,0,2001
chr9,99416599,99418599,2,2001
chr9,99539348,99541348,1,2001
chr9,99539411,99541411,1,2001
chr9,99615770,99617770,1,2001
chr9,99690285,99692285,1,2001
chr9,99774964,99776964,2,2001
chr9,99800592,99802592,1,2001
chr9,99800925,99802925,1,2001
chr9,100068642,100070642,0,2001
chr9,100068909,100070909,0,2001
chr9,100173301,100175301,0,2001
chr9,100262461,100264461,1,2001
chr9,100262920,100264920,0,2001
chr9,100394704,100396704,0,2001
chr9,100394962,100396962,0,2001
chr9,100458691,100460691,2,2001
chr9,100614536,100616536,0,2001
chr9,100683852,100685852,3,2001
chr9,100699675,100701675,1,2001
chr9,100706197,100708197,1,2001
chr9,100744488,100746488,1,2001
chr9,100817958,100819958,0,2001
chr9,100880635,100882635,1,2001
chr9,100934174,100936174,0,2001
chr9,101017003,101019003,3,2001
chr9,101470479,101472479,0,2001
chr9,101557824,101559824,0,2001
chr9,101568980,101570980,0,2001
chr9,101704994,101706994,3,2001
chr9,101866370,101868370,0,2001
chr9,101983246,101985246,0,2001
chr9,101983569,101985569,0,2001
chr9,102583136,102585136,1,2001
chr9,102667914,102669914,2,2001
chr9,102860334,102862334,1,2001
chr9,102860466,102862466,2,2001
chr9,103113853,103115853,0,2001
chr9,103114259,103116259,0,2001
chr9,103188494,103190494,0,2001
chr9,103188710,103190710,0,2001
chr9,103203187,103205187,0,2001
chr9,103234519,103236519,0,2001
chr9,103339360,103341360,0,2001
chr9,103946316,103948316,0,2001
chr9,104144801,104146801,1,2001
chr9,104146287,104148287,1,2001
chr9,104159919,104161919,1,2001
chr9,104160135,104162135,1,2001
chr9,104197062,104199062,2,2001
chr9,104248503,104250503,0,2001
chr9,104295130,104297130,0,2001
chr9,104356283,104358283,0,2001
chr9,104499862,104501862,0,2001
chr9,105756592,105758592,5,2001
chr9,106855830,106857830,2,2001
chr9,107265543,107267543,1,2001
chr9,107288490,107290490,0,2001
chr9,107298094,107300094,4,2001
chr9,107330448,107332448,2,2001
chr9,107360694,107362694,0,2001
chr9,107366908,107368908,3,2001
chr9,107379485,107381485,0,2001
chr9,107455702,107457702,0,2001
chr9,107508848,107510848,2,2001
chr9,107525021,107527021,0,2001
chr9,107689527,107691527,1,2001
chr9,108005893,108007893,1,2001
chr9,108209314,108211314,0,2001
chr9,108319410,108321410,1,2001
chr9,108423737,108425737,1,2001
chr9,108455805,108457805,3,2001
chr9,109624377,109626377,0,2001
chr9,110044516,110046516,1,2001
chr9,110046049,110048049,1,2001
chr9,110251001,110253001,0,2001
chr9,111617275,111619275,0,2001
chr9,111623507,111625507,0,2001
chr9,111695612,111697612,0,2001
chr9,111695672,111697672,0,2001
chr9,111774874,111776874,0,2001
chr9,111881225,111883225,1,2001
chr9,111928571,111930571,0,2001
chr9,112082244,112084244,0,2001
chr9,112259593,112261593,2,2001
chr9,112402067,112404067,0,2001
chr9,112541576,112543576,4,2001
chr9,112809877,112811877,0,2001
chr9,112969413,112971413,1,2001
chr9,113017920,113019920,0,2001
chr9,113099164,113101164,2,2001
chr9,113341160,113343160,3,2001
chr9,113430050,113432050,2,2001
chr9,113799365,113801365,0,2001
chr9,113800539,113802539,4,2001
chr9,114089713,114091713,0,2001
chr9,114246025,114248025,1,2001
chr9,114286438,114288438,2,2001
chr9,114361135,114363135,1,2001
chr9,114392631,114394631,1,2001
chr9,114422850,114424850,0,2001
chr9,114520813,114522813,1,2001
chr9,114544779,114546779,0,2001
chr9,114658045,114660045,1,2001
chr9,114936577,114938577,0,2001
chr9,115094944,115096944,2,2001
chr9,115141188,115143188,1,2001
chr9,115248247,115250247,2,2001
chr9,115248467,115250467,2,2001
chr9,115479429,115481429,2,2001
chr9,115512133,115514133,0,2001
chr9,115652193,115654193,0,2001
chr9,115773472,115775472,1,2001
chr9,115818071,115820071,1,2001
chr9,115912237,115914237,1,2001
chr9,115982641,115984641,1,2001
chr9,115982807,115984807,1,2001
chr9,116036869,116038869,0,2001
chr9,116036913,116038913,0,2001
chr9,116060320,116062320,4,2001
chr9,116101620,116103620,2,2001
chr9,116110811,116112811,3,2001
chr9,116137341,116139341,2,2001
chr9,116138289,116140289,0,2001
chr9,116162618,116164618,2,2001
chr9,116171923,116173923,0,2001
chr9,116171987,116173987,0,2001
chr9,116172029,116174029,0,2001
chr9,116224979,116226979,1,2001
chr9,116297756,116299756,1,2001
chr9,116637561,116639561,1,2001
chr9,116839752,116841752,1,2001
chr9,116860337,116862337,1,2001
chr9,116916824,116918824,1,2001
chr9,117084302,117086302,2,2001
chr9,117091068,117093068,1,2001
chr9,117149243,117151243,2,2001
chr9,117155685,117157685,2,2001
chr9,117264495,117266495,0,2001
chr9,117266736,117268736,0,2001
chr9,117348993,117350993,1,2001
chr9,117372599,117374599,0,2001
chr9,117372705,117374705,1,2001
chr9,117419103,117421103,2,2001
chr9,117443369,117445369,0,2001
chr9,117553810,117555810,0,2001
chr9,117567408,117569408,0,2001
chr9,117691875,117693875,1,2001
chr9,117879536,117881536,2,2001
chr9,118915070,118917070,1,2001
chr9,119448542,119450542,0,2001
chr9,119448580,119450580,0,2001
chr9,120176317,120178317,1,2001
chr9,120465452,120467452,1,2001
chr9,122130739,122132739,5,2001
chr9,123341448,123343448,1,2001
chr9,123475765,123477765,0,2001
chr9,123554740,123556740,0,2001
chr9,123604299,123606299,1,2001
chr9,123638606,123640606,1,2001
chr9,123656174,123658174,2,2001
chr9,123688173,123690173,2,2001
chr9,123690451,123692451,1,2001
chr9,123811554,123813554,2,2001
chr9,123836452,123838452,1,2001
chr9,123849573,123851573,0,2001
chr9,123883047,123885047,4,2001
chr9,123963365,123965365,2,2001
chr9,124061078,124063078,1,2001
chr9,124131582,124133582,3,2001
chr9,124328380,124330380,1,2001
chr9,124854885,124856885,0,2001
chr9,124921098,124923098,1,2001
chr9,124921186,124923186,1,2001
chr9,124989707,124991707,0,2001
chr9,124990091,124992091,0,2001
chr9,125025881,125027881,1,2001
chr9,125026143,125028143,0,2001
chr9,125132283,125134283,0,2001
chr9,125239205,125241205,0,2001
chr9,125272080,125274080,1,2001
chr9,125280419,125282419,2,2001
chr9,125288572,125290572,2,2001
chr9,125314448,125316448,0,2001
chr9,125329756,125331756,1,2001
chr9,125376016,125378016,1,2001
chr9,125390814,125392814,1,2001
chr9,125422994,125424994,2,2001
chr9,125436408,125438408,2,2001
chr9,125485268,125487268,0,2001
chr9,125511126,125513126,1,2001
chr9,125550211,125552211,0,2001
chr9,125561401,125563401,1,2001
chr9,125589935,125591935,3,2001
chr9,125666630,125668630,1,2001
chr9,125674607,125676607,3,2001
chr9,125692792,125694792,0,2001
chr9,125692830,125694830,0,2001
chr9,125702287,125704287,0,2001
chr9,125794921,125796921,0,2001
chr9,126029855,126031855,0,2001
chr9,126117445,126119445,0,2001
chr9,126691417,126693417,2,2001
chr9,126772888,126774888,0,2001
chr9,127019195,127021195,0,2001
chr9,127176752,127178752,1,2001
chr9,127268699,127270699,0,2001
chr9,127532589,127534589,0,2001
chr9,127538436,127540436,1,2001
chr9,127562152,127564152,0,2001
chr9,127614695,127616695,2,2001
chr9,127623240,127625240,0,2001
chr9,127623396,127625396,0,2001
chr9,127702386,127704386,1,2001
chr9,127904838,127906838,0,2001
chr9,127951218,127953218,3,2001
chr9,127961820,127963820,0,2001
chr9,127961861,127963861,0,2001
chr9,128002666,128004666,1,2001
chr9,128023072,128025072,0,2001
chr9,128468513,128470513,0,2001
chr9,128509477,128511477,1,2001
chr9,129088122,129090122,0,2001
chr9,129375721,129377721,0,2001
chr9,129566284,129568284,0,2001
chr9,129621943,129623943,0,2001
chr9,129676052,129678052,0,2001
chr9,129723503,129725503,2,2001
chr9,129884044,129886044,0,2001
chr9,130024940,130026940,0,2001
chr9,130025755,130027755,0,2001
chr9,130158416,130160416,0,2001
chr9,130185652,130187652,1,2001
chr9,130212711,130214711,0,2001
chr9,130212764,130214764,0,2001
chr9,130330396,130332396,0,2001
chr9,130340286,130342286,2,2001
chr9,130373485,130375485,0,2001
chr9,130468270,130470270,0,2001
chr9,130476955,130478955,0,2001
chr9,130477342,130479342,0,2001
chr9,130496628,130498628,0,2001
chr9,130523719,130525719,3,2001
chr9,130532648,130534648,1,2001
chr9,130547304,130549304,0,2001
chr9,130564459,130566459,1,2001
chr9,130616052,130618052,1,2001
chr9,130639022,130641022,2,2001
chr9,130660927,130662927,0,2001
chr9,130678305,130680305,1,2001
chr9,130688770,130690770,0,2001
chr9,130692076,130694076,0,2001
chr9,130699763,130701763,1,2001
chr9,130741812,130743812,1,2001
chr9,130828599,130830599,0,2001
chr9,130829478,130831478,0,2001
chr9,130859760,130861760,1,2001
chr9,130889467,130891467,0,2001
chr9,130910708,130912708,0,2001
chr9,130921538,130923538,0,2001
chr9,130964633,130966633,0,2001
chr9,130965662,130967662,0,2001
chr9,131037268,131039268,2,2001
chr9,131037424,131039424,2,2001
chr9,131083786,131085786,0,2001
chr9,131084059,131086059,0,2001
chr9,131101838,131103838,2,2001
chr9,131132597,131134597,2,2001
chr9,131180438,131182438,0,2001
chr9,131181758,131183758,1,2001
chr9,131217284,131219284,0,2001
chr9,131265970,131267970,4,2001
chr9,131313836,131315836,2,2001
chr9,131418129,131420129,1,2001
chr9,131444933,131446933,2,2001
chr9,131463782,131465782,1,2001
chr9,131485408,131487408,0,2001
chr9,131533213,131535213,0,2001
chr9,131548485,131550485,2,2001
chr9,131579778,131581778,0,2001
chr9,131591100,131593100,0,2001
chr9,131643354,131645354,0,2001
chr9,131643390,131645390,0,2001
chr9,131643780,131645780,2,2001
chr9,131682173,131684173,1,2001
chr9,131708971,131710971,1,2001
chr9,131709012,131711012,1,2001
chr9,131789632,131791632,2,2001
chr9,131797789,131799789,2,2001
chr9,131798212,131800212,1,2001
chr9,131842382,131844382,1,2001
chr9,131872077,131874077,0,2001
chr9,131872227,131874227,0,2001
chr9,131872966,131874966,1,2001
chr9,131939540,131941540,0,2001
chr9,132370162,132372162,1,2001
chr9,132382055,132384055,0,2001
chr9,132387431,132389431,2,2001
chr9,132403448,132405448,0,2001
chr9,132426919,132428919,0,2001
chr9,132514344,132516344,0,2001
chr9,132564421,132566421,1,2001
chr9,132585441,132587441,0,2001
chr9,132596572,132598572,0,2001
chr9,132596695,132598695,0,2001
chr9,132814984,132816984,1,2001
chr9,132933856,132935856,0,2001
chr9,132961871,132963871,4,2001
chr9,133027157,133029157,0,2001
chr9,133319093,133321093,0,2001
chr9,133453959,133455959,0,2001
chr9,133538980,133540980,1,2001
chr9,133568146,133570146,1,2001
chr9,133588267,133590267,0,2001
chr9,133709641,133711641,1,2001
chr9,133771199,133773199,0,2001
chr9,133813239,133815239,0,2001
chr9,133813455,133815455,0,2001
chr9,133883503,133885503,2,2001
chr9,133970862,133972862,1,2001
chr9,133999947,134001947,2,2001
chr9,134150906,134152906,0,2001
chr9,134164080,134166080,2,2001
chr9,134304476,134306476,2,2001
chr9,134377288,134379288,3,2001
chr9,134405662,134407662,0,2001
chr9,134611925,134613925,2,2001
chr9,134614331,134616331,1,2001
chr9,134954274,134956274,0,2001
chr9,135036333,135038333,1,2001
chr9,135229243,135231243,2,2001
chr9,135229373,135231373,1,2001
chr9,135281238,135283238,0,2001
chr9,135284582,135286582,1,2001
chr9,135456992,135458992,0,2001
